match_id,innings,over,ball_in_over,bowler,optimization_score
336006,1,15,6,PP Chawla,-5.277777777777779
336006,2,5,6,JH Kallis,-0.6666666666666666
336006,2,8,6,P Kumar,-3.0833333333333335
336006,2,12,6,P Kumar,-5.291666666666666
336006,2,15,6,DW Steyn,0.1250000000000001
336007,1,5,6,SB Styris,-2.1999999999999997
336007,1,8,6,Shahid Afridi,-3.7916666666666665
336007,1,12,6,PP Ojha,0.25
336007,1,15,6,Shahid Afridi,-3.5833333333333335
336007,2,5,6,M Ntini,-1.0555555555555556
336007,2,8,6,M Muralitharan,-0.4999999999999999
336007,2,12,6,M Muralitharan,-0.5555555555555556
336007,2,15,6,JA Morkel,-2.9791666666666665
336008,1,5,6,DS Kulkarni,-2.0833333333333335
336008,1,8,6,DJ Bravo,-2.2727272727272725
336008,1,12,6,RR Raje,-2.7272727272727275
336008,1,15,6,A Nehra,-7.666666666666667
336008,2,5,6,MM Patel,-0.25
336008,2,8,6,SK Trivedi,-0.12499999999999994
336008,2,12,6,SK Trivedi,-0.4999999999999999
336009,1,5,6,JA Morkel,-3.3333333333333335
336009,1,8,6,M Muralitharan,-0.5833333333333334
336009,1,12,6,M Muralitharan,-0.375
336009,1,15,6,M Muralitharan,-0.18749999999999994
336009,2,5,6,VY Mahesh,-1.0454545454545454
336009,2,8,6,PJ Sangwan,-3.3888888888888893
336009,2,12,6,VY Mahesh,-1.0833333333333333
336009,2,15,6,Mohammad Asif,-3.0833333333333335
336010,1,5,6,R Vinay Kumar,0.16666666666666663
336010,1,8,6,A Kumble,-3.333333333333333
336010,1,12,6,R Vinay Kumar,-2.5277777777777777
336010,1,15,6,P Kumar,-3.805555555555556
336010,2,5,6,SC Ganguly,0.25
336010,2,8,6,M Kartik,-0.6666666666666666
336010,2,12,6,Umar Gul,-3.6176470588235294
336010,2,15,6,I Sharma,-2.854166666666667
336011,1,5,6,MM Patel,-0.4999999999999999
336011,1,8,6,SK Warne,0.16666666666666663
336011,1,12,6,YK Pathan,-3.1666666666666665
336011,1,15,6,SK Trivedi,-4.694444444444445
336011,2,5,6,PP Ojha,-2.25
336011,2,8,6,Shahid Afridi,-0.12499999999999994
336011,2,12,6,PP Ojha,-3.4705882352941173
336011,2,15,6,RP Singh,-2.791666666666667
336012,1,5,6,CRD Fernando,-4.666666666666666
336012,1,8,6,DS Kulkarni,0.09999999999999998
336012,1,12,6,A Nehra,-3.0277777777777777
336012,1,15,6,DR Smith,-7.6521739130434785
336012,2,5,6,R Vinay Kumar,0.25
336012,2,8,6,A Kumble,-1.0416666666666667
336012,2,12,6,R Vinay Kumar,-0.75
336012,2,15,6,A Kumble,-1.2083333333333335
336013,1,5,6,VRV Singh,-2.0
336013,1,8,6,PP Chawla,-3.5
336013,1,12,6,IK Pathan,-0.5588235294117647
336013,1,15,6,S Sreesanth,-5.520833333333333
336013,2,5,6,JA Morkel,-2.5277777777777777
336013,2,8,6,P Amarnath,-1.0416666666666667
336013,2,12,6,L Balaji,-5.166666666666667
336013,2,15,6,L Balaji,-5.029411764705882
336014,1,5,6,RP Singh,-1.3333333333333333
336014,1,8,6,Y Venugopal Rao,0.30000000000000004
336014,1,12,6,Y Venugopal Rao,-2.4722222222222223
336014,1,15,6,SB Styris,-1.0
336014,2,5,6,Umar Gul,-4.5
336014,2,8,6,SC Ganguly,-2.5833333333333335
336014,2,12,6,AB Dinda,-8.375
336014,2,15,6,I Sharma,-1.0277777777777777
336015,1,5,6,SR Watson,-2.7222222222222223
336015,1,8,6,SK Warne,0.16666666666666663
336015,1,12,6,SK Warne,-0.08333333333333331
336015,1,15,6,SK Trivedi,-4.8055555555555545
336015,2,5,6,PJ Sangwan,0.33333333333333326
336015,2,8,6,VY Mahesh,-1.6
336015,2,12,6,A Mishra,-5.136363636363637
336015,2,15,6,V Sehwag,-3.458333333333333
336016,1,5,6,PP Chawla,-4.1
336016,1,8,6,VRV Singh,0.20833333333333337
336016,1,12,6,PP Chawla,-5.4375
336016,1,15,6,JR Hopes,-1.3333333333333333
336016,2,5,6,Z Khan,-0.2222222222222222
336016,2,8,6,R Vinay Kumar,-2.625
336016,2,12,6,V Kohli,-0.7499999999999999
336017,1,5,6,PJ Sangwan,-0.59375
336017,1,8,6,VY Mahesh,-3.3333333333333335
336017,1,12,6,A Mishra,-0.12499999999999994
336017,1,15,6,PJ Sangwan,-5.520833333333333
336017,2,5,6,AB Dinda,-0.8333333333333333
336017,2,8,6,SC Ganguly,-0.5833333333333334
336017,2,12,6,SC Ganguly,-0.3055555555555556
336017,2,15,6,AB Dinda,-5.708333333333333
336018,1,5,6,DJ Bravo,-2.9166666666666665
336018,1,8,6,DS Kulkarni,-5.458333333333333
336018,1,12,6,A Nehra,-0.7941176470588236
336018,1,15,6,DJ Bravo,-3.2777777777777777
336018,2,5,6,JA Morkel,-1.8529411764705883
336018,2,8,6,L Balaji,-0.045454545454545414
336018,2,12,6,M Muralitharan,-1.0
336019,1,5,6,SR Watson,-1.2499999999999998
336019,1,8,6,SK Trivedi,0.25
336019,1,12,6,MM Patel,-0.75
336019,1,15,6,D Salunkhe,-0.5555555555555556
336019,2,5,6,JR Hopes,-1.2499999999999998
336019,2,8,6,PP Chawla,0.16666666666666663
336019,2,12,6,PP Chawla,-5.388888888888889
336019,2,15,6,VRV Singh,-0.3888888888888889
336020,1,5,6,PM Sarvesh Kumar,-0.8
336020,1,8,6,SB Styris,-0.6249999999999999
336020,1,12,6,PM Sarvesh Kumar,-0.611111111111111
336020,1,15,6,PP Ojha,-3.1999999999999997
336020,2,5,6,MF Maharoof,-0.6666666666666666
336020,2,8,6,A Mishra,-4.708333333333334
336020,2,12,6,MF Maharoof,-2.6666666666666665
336020,2,15,6,MF Maharoof,-2.861111111111111
336021,1,5,6,DJ Bravo,-0.5
336021,1,8,6,A Nehra,-0.16666666666666663
336021,1,12,6,DJ Thornely,-2.181818181818182
336022,1,5,6,VRV Singh,-2.9999999999999996
336022,1,8,6,RR Powar,-3.5454545454545454
336022,2,5,6,A Mishra,-3.1666666666666665
336023,1,5,6,P Kumar,-0.19444444444444453
336023,1,8,6,A Kumble,0.16666666666666663
336023,1,12,6,A Kumble,-2.75
336023,1,15,6,JH Kallis,-0.8333333333333334
336023,2,5,6,MM Patel,-2.9722222222222223
336023,2,8,6,SR Watson,0.29166666666666674
336023,2,12,6,SK Trivedi,-3.590909090909091
336023,2,15,6,SK Warne,-7.6875
336024,1,5,6,RP Singh,-0.8333333333333333
336024,1,8,6,Shahid Afridi,-4.666666666666666
336024,1,12,6,Y Venugopal Rao,-5.590909090909091
336024,1,15,6,Shahid Afridi,-5.145833333333333
336024,2,5,6,RR Raje,-0.5
336024,2,8,6,DJ Thornely,-0.6666666666666666
336024,2,12,6,ST Jayasuriya,-0.5416666666666666
336024,2,15,6,DJ Bravo,-2.7777777777777777
336025,1,5,6,MS Gony,-0.2222222222222222
336025,1,8,6,M Muralitharan,-0.12499999999999994
336025,1,12,6,JA Morkel,-0.08333333333333331
336025,1,15,6,M Muralitharan,-0.9375
336025,2,5,6,AB Agarkar,-0.4999999999999999
336026,1,5,6,VY Mahesh,-0.45833333333333315
336026,1,8,6,MF Maharoof,-2.208333333333333
336026,1,12,6,VY Mahesh,-0.29411764705882354
336026,1,15,6,MF Maharoof,-7.222222222222222
336026,2,5,6,JH Kallis,-1.4166666666666665
336026,2,8,6,B Akhil,-2.333333333333333
336026,2,12,6,B Akhil,-2.333333333333333
336026,2,15,6,A Kumble,-5.125
336027,1,5,6,SR Watson,-0.4999999999999999
336027,1,8,6,SK Warne,0.41666666666666674
336027,1,12,6,SK Warne,-0.25
336027,1,15,6,MM Patel,-5.458333333333333
336027,2,5,6,Umar Gul,-4.5
336027,2,8,6,AB Agarkar,-1.0555555555555556
336027,2,12,6,AB Dinda,-0.2777777777777778
336027,2,15,6,I Sharma,-3.0833333333333335
336028,1,5,6,VS Yeligati,-1.3333333333333333
336028,1,8,6,DR Smith,-0.6666666666666666
336028,1,12,6,SD Chitnis,-1.0
336028,1,15,6,CRD Fernando,-0.8055555555555556
336028,2,5,6,VRV Singh,-2.0
336028,2,8,6,PP Chawla,-2.5833333333333335
336028,2,12,6,VRV Singh,-1.6666666666666665
336028,2,15,6,PP Chawla,-5.291666666666666
336029,1,5,6,MS Gony,-4.638888888888888
336029,1,8,6,M Muralitharan,-2.291666666666667
336029,1,12,6,JA Morkel,-0.4999999999999999
336029,1,15,6,L Balaji,-3.0833333333333335
336029,2,5,6,JH Kallis,0.33333333333333326
336029,2,8,6,R Vinay Kumar,0.16666666666666663
336029,2,12,6,R Vinay Kumar,-2.852941176470588
336029,2,15,6,DW Steyn,-5.638888888888888
336031,1,5,6,RR Powar,0.30000000000000004
336031,1,8,6,PP Chawla,-0.12499999999999994
336031,1,12,6,RR Powar,-0.027777777777777846
336031,1,15,6,PP Chawla,-0.47916666666666663
336031,2,5,6,RP Singh,-1.4166666666666665
336031,2,8,6,Y Venugopal Rao,-1.3333333333333333
336031,2,12,6,PP Ojha,-2.25
336031,2,15,6,SB Styris,-2.833333333333333
336032,1,5,6,VY Mahesh,-2.0833333333333335
336032,1,8,6,MF Maharoof,0.03125
336032,1,12,6,VY Mahesh,-5.5
336032,1,15,6,A Mishra,-2.5208333333333335
336032,2,5,6,DS Kulkarni,-0.4999999999999999
336032,2,8,6,DR Smith,-0.6
336032,2,12,6,DR Smith,-5.555555555555555
336032,2,15,6,A Nehra,-3.0555555555555554
336033,1,5,6,MS Gony,-1.1111111111111112
336033,1,8,6,JA Morkel,-0.9583333333333335
336033,1,12,6,M Muralitharan,-0.3611111111111111
336033,1,15,6,M Muralitharan,-0.39583333333333337
336033,2,5,6,Pankaj Singh,-1.1666666666666667
336033,2,8,6,SK Warne,-2.291666666666667
336033,2,12,6,MM Patel,-1.8333333333333335
336033,2,15,6,Pankaj Singh,-0.5624999999999999
336034,1,5,6,Shahid Afridi,-0.5833333333333334
336034,1,8,6,SB Bangar,-1.4999999999999998
336034,1,12,6,PP Ojha,-5.166666666666667
336034,1,15,6,PP Ojha,-5.270833333333333
336034,2,5,6,P Kumar,-2.166666666666667
336034,2,8,6,JH Kallis,0.33333333333333326
336034,2,12,6,P Kumar,-3.0
336034,2,15,6,DW Steyn,-0.27083333333333326
336035,1,5,6,I Sharma,-1.5
336035,1,8,6,LR Shukla,-0.8999999999999999
336035,1,12,6,BAW Mendis,-2.805555555555556
336035,1,15,6,I Sharma,-0.8055555555555556
336035,2,5,6,S Sreesanth,-5.75
336035,2,8,6,PP Chawla,-3.0
336035,2,12,6,IK Pathan,-0.7222222222222222
336035,2,15,6,JR Hopes,-3.458333333333333
336036,1,5,6,YK Pathan,0.41666666666666674
336036,1,8,6,SK Trivedi,0.16666666666666663
336036,1,12,6,SK Trivedi,-5.38235294117647
336036,1,15,6,SK Warne,-2.934782608695652
336036,2,5,6,CRD Fernando,-2.1000000000000005
336036,2,8,6,AM Nayar,0.16666666666666663
336036,2,12,6,ST Jayasuriya,0.20833333333333337
336036,2,15,6,CRD Fernando,-4.944444444444445
336037,1,5,6,MS Gony,-2.6944444444444446
336037,1,8,6,M Muralitharan,0.125
336037,1,12,6,M Muralitharan,-2.305555555555556
336037,1,15,6,JA Morkel,-0.4411764705882353
336037,2,5,6,Shahid Afridi,0.25
336037,2,8,6,PM Sarvesh Kumar,-3.75
336037,2,12,6,SB Styris,-0.24999999999999994
336037,2,15,6,PP Ojha,-2.5
336038,1,5,6,VY Mahesh,-2.0833333333333335
336038,1,8,6,MF Maharoof,-8.0
336038,1,12,6,Mohammad Asif,-1.0555555555555556
336038,1,15,6,A Mishra,-5.5625
336038,2,5,6,SR Watson,-7.416666666666667
336038,2,8,6,SK Warne,-0.5833333333333334
336038,2,12,6,SK Warne,-5.277777777777779
336038,2,15,6,MM Patel,-7.729166666666666
336039,1,5,6,M Ntini,-5.472222222222221
336039,1,8,6,MS Gony,-7.354166666666667
336039,1,12,6,L Balaji,0.16666666666666663
336039,1,15,6,M Muralitharan,-2.4565217391304346
336039,2,5,6,VRV Singh,-0.41666666666666663
336039,2,8,6,JR Hopes,-0.5833333333333334
336039,2,12,6,RR Powar,-1.0833333333333333
336040,1,5,6,YK Pathan,-2.25
336040,1,8,6,YK Pathan,-5.166666666666667
336040,1,12,6,YK Pathan,-7.666666666666667
336040,1,15,6,Sohail Tanvir,-0.5416666666666666
336040,2,5,6,MS Gony,-3.1111111111111107
336040,2,8,6,JA Morkel,-5.199999999999999
336040,2,12,6,M Muralitharan,-0.5833333333333334
336040,2,15,6,L Balaji,-1.3333333333333333
392181,1,5,6,T Thushara,-3.0
392181,1,8,6,JDP Oram,-0.24999999999999994
392181,1,12,6,Joginder Sharma,-0.3888888888888889
392181,1,15,6,A Flintoff,-0.5416666666666666
392181,2,5,6,SL Malinga,-2.090909090909091
392181,2,8,6,ST Jayasuriya,-0.7499999999999999
392181,2,12,6,ST Jayasuriya,-2.888888888888889
392181,2,15,6,SL Malinga,-4.888888888888888
392182,1,5,6,Kamran Khan,-0.5833333333333334
392182,1,8,6,T Henderson,-3.0
392182,1,12,6,YK Pathan,0.16666666666666663
392182,1,15,6,SK Warne,-4.916666666666667
392182,2,5,6,R Vinay Kumar,0.41666666666666674
392182,2,8,6,JD Ryder,-7.125
392182,2,12,6,JD Ryder,-7.194444444444445
392183,1,5,6,VY Mahesh,-1.1363636363636362
392183,1,8,6,DL Vettori,-5.083333333333333
392184,1,5,6,Harmeet Singh,-2.1000000000000005
392184,1,8,6,PP Ojha,0.33333333333333326
392184,1,12,6,PP Ojha,-4.729166666666666
392184,1,15,6,SB Styris,-5.875
392184,2,5,6,I Sharma,-0.13888888888888873
392184,2,8,6,M Kartik,0.25
392184,2,12,6,M Kartik,-0.14583333333333331
392185,1,5,6,R Vinay Kumar,-1.4166666666666665
392185,1,8,6,JH Kallis,-1.8333333333333335
392185,1,12,6,KP Pietersen,-4.791666666666666
392185,1,15,6,P Kumar,-3.3333333333333335
392185,2,5,6,JA Morkel,-2.5833333333333335
392185,2,8,6,A Flintoff,-2.166666666666667
392185,2,12,6,L Balaji,-3.416666666666667
392186,1,5,6,MC Henriques,-1.3333333333333333
392186,1,8,6,SC Ganguly,-4.666666666666666
392186,1,12,6,SC Ganguly,-5.1875
392186,1,15,6,MC Henriques,-3.305555555555556
392186,2,5,6,VS Malik,-3.833333333333333
392186,2,8,6,PP Chawla,0.25
392188,1,5,6,JH Kallis,-0.9583333333333335
392188,1,8,6,A Kumble,0.16666666666666663
392188,1,12,6,A Kumble,-0.6249999999999999
392188,1,15,6,KP Pietersen,-5.055555555555555
392188,2,5,6,RP Singh,-2.6944444444444446
392188,2,8,6,PP Ojha,-0.4999999999999999
392188,2,12,6,PP Ojha,-2.854166666666667
392188,2,15,6,SB Styris,-5.583333333333333
392189,1,5,6,A Flintoff,-1.4166666666666665
392189,1,8,6,JA Morkel,-4.208333333333334
392189,1,12,6,JA Morkel,-3.5833333333333335
392189,1,15,6,MS Gony,-3.361111111111111
392189,2,5,6,PJ Sangwan,-2.1999999999999997
392189,2,8,6,DL Vettori,-0.5833333333333334
392189,2,12,6,DL Vettori,-3.0555555555555554
392189,2,15,6,A Nehra,-3.361111111111111
392190,1,5,6,AB Agarkar,-1.6
392190,1,8,6,BAW Mendis,-5.125
392190,1,12,6,BAW Mendis,-4.978260869565218
392190,1,15,6,CH Gayle,0.1388888888888889
392190,2,5,6,AD Mascarenhas,-3.1666666666666665
392190,2,8,6,SK Warne,-2.25
392190,2,12,6,MM Patel,-3.0416666666666665
392190,2,15,6,MM Patel,-3.4117647058823533
392191,1,5,6,YA Abdulla,-5.083333333333333
392191,1,8,6,PP Chawla,0.20833333333333337
392191,1,12,6,RS Bopara,0.16666666666666663
392191,1,15,6,IK Pathan,-3.305555555555556
392191,2,5,6,R Vinay Kumar,0.16666666666666663
392191,2,8,6,A Kumble,0.08333333333333331
392191,2,12,6,A Kumble,-2.333333333333333
392191,2,15,6,P Kumar,-0.6249999999999999
392192,1,5,6,Harbhajan Singh,-1.7
392192,1,8,6,Harbhajan Singh,-0.5833333333333334
392192,1,12,6,ST Jayasuriya,-3.1470588235294117
392192,1,15,6,Z Khan,-3.1041666666666665
392192,2,5,6,RP Singh,-2.75
392192,2,8,6,DR Smith,-0.5833333333333334
392192,2,12,6,PP Ojha,-5.027777777777778
392192,2,15,6,Y Venugopal Rao,-0.1388888888888889
392194,1,5,6,A Nehra,-3.058823529411765
392194,1,8,6,A Mishra,0.19999999999999996
392194,1,12,6,A Mishra,-2.3125
392194,1,15,6,DP Nannes,-2.805555555555556
392194,2,5,6,Pankaj Singh,-5.055555555555555
392194,2,8,6,A Kumble,-0.16666666666666657
392194,2,12,6,A Kumble,-0.04166666666666666
392194,2,15,6,B Akhil,-3.0833333333333335
392195,1,5,6,YK Pathan,0.33333333333333326
392195,1,8,6,MM Patel,-4.972222222222222
392195,1,12,6,YK Pathan,-0.055555555555555525
392195,1,15,6,SK Warne,-0.611111111111111
392195,2,5,6,VRV Singh,-0.41666666666666663
392195,2,8,6,PP Chawla,-4.791666666666666
392195,2,12,6,PP Chawla,-5.166666666666667
392195,2,15,6,Yuvraj Singh,0.25
392196,1,5,6,Y Venugopal Rao,-0.5833333333333334
392196,1,8,6,RG Sharma,-2.7083333333333335
392196,1,12,6,PP Ojha,-5.208333333333333
392196,1,15,6,Shoaib Ahmed,-0.16666666666666657
392196,2,5,6,SK Raina,-2.25
392196,2,8,6,M Muralitharan,-0.08823529411764705
392196,2,12,6,JDP Oram,0.08333333333333331
392196,2,15,6,M Muralitharan,-2.4583333333333335
392197,1,5,6,SC Ganguly,-0.7000000000000001
392197,1,8,6,BAW Mendis,-1.0833333333333335
392197,1,12,6,LR Shukla,-3.375
392197,1,15,6,BAW Mendis,-3.1666666666666665
392197,2,5,6,Harbhajan Singh,-1.1666666666666667
392197,2,8,6,AM Nayar,-0.6666666666666666
392197,2,12,6,AM Nayar,-7.527777777777778
392198,1,5,6,MM Patel,-3.0
392198,1,8,6,MM Patel,-2.7272727272727275
392198,1,12,6,YK Pathan,-0.6666666666666666
392198,1,15,6,SK Warne,-5.333333333333333
392198,2,5,6,A Nehra,-2.3888888888888893
392198,2,8,6,A Mishra,-2.7083333333333335
392198,2,12,6,DL Vettori,-2.166666666666667
