match_id,innings,over,ball_in_over,b9_actual,b9_predicted_prob
335983,1,0,1,0,0.3892336911743332
335983,1,0,2,0,0.3814598459425007
335983,1,0,3,0,0.3648024576569203
335983,1,0,4,0,0.42393792883954845
335983,1,0,5,0,0.423473272564725
335983,1,0,6,0,0.42720930179197536
335983,1,1,1,0,0.3505987610470306
335983,1,1,2,0,0.4186597663261068
335983,1,1,3,0,0.4154905630170475
335983,1,1,4,0,0.4602319839524741
335983,1,1,5,0,0.44446724923444364
335983,1,1,6,0,0.4463009080261968
335983,1,1,7,0,0.4707187512786909
335983,1,2,1,0,0.4152516393715959
335983,1,2,2,0,0.4931313889104214
335983,1,2,3,0,0.4436077017634838
335983,1,2,4,0,0.42116137029113254
335983,1,2,5,1,0.4469397956857723
335983,1,2,6,0,0.42316885680003224
335983,1,2,7,0,0.40184292306478264
335983,1,3,1,0,0.4037476151033472
335983,1,3,2,0,0.38325406160729864
335983,1,3,3,0,0.4903800752132848
335983,1,3,4,0,0.5048989199960459
335983,1,3,5,0,0.3939254487939881
335983,1,3,6,0,0.41773783863774333
335983,1,4,1,0,0.4527241615705896
335983,1,4,2,0,0.47927966666197114
335983,1,4,3,0,0.46602206381850403
335983,1,4,4,0,0.4933629891646766
335983,1,4,5,0,0.4356223186754899
335983,1,4,6,0,0.47345120036357274
335983,1,5,1,0,0.4048865170509008
335983,1,5,2,0,0.4411385548849771
335983,1,5,3,0,0.46997242096346675
335983,1,5,4,0,0.4326489406558733
335983,1,5,5,0,0.46678583154394665
335983,1,5,6,0,0.42165562188471356
335983,1,6,1,0,0.4081481617698063
335983,1,6,2,1,0.37735532867008587
335983,1,6,3,0,0.3777563040119741
335983,1,6,4,0,0.41607979395683925
335983,1,6,5,0,0.4155246903228657
335983,1,6,6,0,0.4201036561977734
335983,1,7,1,1,0.3739347110960066
335983,1,7,2,0,0.4410729108666083
335983,1,7,3,0,0.47076466942046935
335983,1,7,4,0,0.42157158108615644
335983,1,7,5,0,0.4166602239246514
335983,1,7,6,0,0.41605916840367424
335983,1,8,1,0,0.3906190737698595
335983,1,8,2,0,0.48065508728425416
335983,1,8,3,0,0.45873278296125236
335983,1,8,4,0,0.47774864294864067
335983,1,8,5,0,0.4386167727472748
335983,1,8,6,0,0.4178548961258423
335983,1,9,1,0,0.4097071152953621
335983,1,9,2,0,0.4373432491050992
335983,1,9,3,0,0.3888839954551488
335983,1,9,4,0,0.4440241590662737
335983,1,9,5,0,0.4752685555216057
335983,1,9,6,0,0.3830754162156441
335983,1,10,1,0,0.45962688329026313
335983,1,10,2,0,0.46010069551824484
335983,1,10,3,0,0.43663755304265656
335983,1,10,4,0,0.4613151419816638
335983,1,10,5,0,0.45492346276359413
335983,1,10,6,0,0.4810737634087271
335983,1,11,1,0,0.4127550545196895
335983,1,11,2,0,0.4997381460680088
335983,1,11,3,0,0.4403391170163437
335983,1,11,4,0,0.5191982111334852
335983,1,11,5,0,0.445778602452133
335983,1,11,6,0,0.46244375897525397
335983,1,12,1,0,0.4892728386283182
335983,1,12,2,1,0.5038040685884465
335983,1,12,3,0,0.47795747242358905
335983,1,12,4,0,0.42429092439710114
335983,1,12,5,0,0.49339822804329353
335983,1,12,6,0,0.46965782155138264
335983,1,12,7,0,0.49573199235290094
335983,1,12,8,0,0.43078146372235854
335983,1,13,1,0,0.5137615486582597
335983,1,13,2,0,0.48207754641961564
335983,1,13,3,0,0.48685898098009306
335983,1,13,4,0,0.5048897658967091
335983,1,13,5,0,0.4818288645953063
335983,1,13,6,0,0.4631052414803365
335983,1,14,1,0,0.5526244184542857
335983,1,14,2,0,0.5234905387901998
335983,1,14,3,0,0.4792247341965663
335983,1,14,4,0,0.5182263364022992
335983,1,14,5,0,0.5171792853274091
335983,1,14,6,0,0.49638904211239987
335983,1,15,1,0,0.4860727743505724
335983,1,15,2,0,0.5589377572759132
335983,1,15,3,1,0.5642779443409008
335983,1,15,4,0,0.5044468228354178
335983,1,15,5,0,0.5667431292210421
335983,1,15,6,0,0.5398002009706611
335983,1,16,1,0,0.5815101095439218
335983,1,16,2,0,0.5656466645959674
335983,1,16,3,0,0.565584719526075
335983,1,16,4,0,0.5509932625888169
335983,1,16,5,0,0.5794032198007856
335983,1,16,6,0,0.49444276075759885
335983,1,17,1,0,0.6062942421682098
335983,1,17,2,0,0.6349456738784365
335983,1,17,3,0,0.6361073491418024
335983,1,17,4,0,0.6223125859413936
335983,1,17,5,0,0.5629072516970244
335983,1,17,6,0,0.6140896718864457
335983,1,18,1,0,0.6325627320732783
335983,1,18,2,0,0.6378701363440723
335983,1,18,3,0,0.6336811143044286
335983,1,18,4,0,0.6401581511327785
335983,1,18,5,0,0.6131033075187194
335983,1,18,6,0,0.6654305584771457
335983,1,19,1,0,0.6783792364702625
335983,1,19,2,0,0.7226150678096808
335983,1,19,3,0,0.7275639548080317
335983,1,19,4,0,0.7605213310145119
335983,1,19,5,0,0.7313932266717075
335983,1,19,6,0,0.8006198114466442
335983,2,0,1,0,0.3892336911743332
335983,2,0,2,0,0.3814598459425007
335983,2,0,3,0,0.3648024576569203
335983,2,0,4,0,0.42393792883954845
335983,2,0,5,0,0.423473272564725
335983,2,0,6,0,0.42720930179197536
335983,2,1,1,0,0.3505987610470306
335983,2,1,2,0,0.4186597663261068
335983,2,1,3,0,0.4154905630170475
335983,2,1,4,0,0.4602319839524741
335983,2,1,5,0,0.44446724923444364
335983,2,1,6,0,0.4463009080261968
335983,2,2,1,0,0.4152516393715959
335983,2,2,2,0,0.4931313889104214
335983,2,2,3,0,0.4436077017634838
335983,2,2,4,0,0.42116137029113254
335983,2,2,5,0,0.4469397956857723
335983,2,2,6,0,0.42316885680003224
335983,2,3,1,0,0.4037476151033472
335983,2,3,2,0,0.38325406160729864
335983,2,3,3,0,0.4903800752132848
335983,2,3,4,0,0.5048989199960459
335983,2,3,5,0,0.3939254487939881
335983,2,3,6,0,0.41773783863774333
335983,2,4,1,0,0.4527241615705896
335983,2,4,2,0,0.47927966666197114
335983,2,4,3,0,0.46602206381850403
335983,2,4,4,0,0.4933629891646766
335983,2,4,5,0,0.4356223186754899
335983,2,4,6,0,0.47345120036357274
335983,2,5,1,0,0.4048865170509008
335983,2,5,2,0,0.4411385548849771
335983,2,5,3,0,0.46997242096346675
335983,2,5,4,0,0.4326489406558733
335983,2,5,5,0,0.46678583154394665
335983,2,5,6,1,0.42165562188471356
335983,2,5,7,0,0.40611822240427786
335983,2,5,8,0,0.5036700958640311
335983,2,6,1,0,0.4081481617698063
335983,2,6,2,0,0.37735532867008587
335983,2,6,3,0,0.3777563040119741
335983,2,6,4,0,0.41607979395683925
335983,2,6,5,0,0.4155246903228657
335983,2,6,6,0,0.4201036561977734
335983,2,7,1,0,0.3739347110960066
335983,2,7,2,0,0.4410729108666083
335983,2,7,3,0,0.47076466942046935
335983,2,7,4,0,0.42157158108615644
335983,2,7,5,0,0.4166602239246514
335983,2,7,6,0,0.41605916840367424
335983,2,8,1,0,0.3906190737698595
335983,2,8,2,0,0.48065508728425416
335983,2,8,3,0,0.45873278296125236
335983,2,8,4,0,0.47774864294864067
335983,2,8,5,0,0.4386167727472748
335983,2,8,6,0,0.4178548961258423
335983,2,8,7,0,0.4153832478252895
335983,2,9,1,0,0.4097071152953621
335983,2,9,2,0,0.4373432491050992
335983,2,9,3,0,0.3888839954551488
335983,2,9,4,0,0.4440241590662737
335983,2,9,5,0,0.4752685555216057
335983,2,9,6,0,0.3830754162156441
335983,2,10,1,0,0.45962688329026313
335983,2,10,2,1,0.46010069551824484
335983,2,10,3,0,0.43663755304265656
335983,2,10,4,0,0.4613151419816638
335983,2,10,5,0,0.45492346276359413
335983,2,10,6,0,0.4810737634087271
335983,2,11,1,0,0.4127550545196895
335983,2,11,2,0,0.4997381460680088
335983,2,11,3,0,0.4403391170163437
335983,2,11,4,0,0.5191982111334852
335983,2,11,5,0,0.445778602452133
335983,2,11,6,0,0.46244375897525397
335983,2,12,1,0,0.4892728386283182
335983,2,12,2,0,0.5038040685884465
335983,2,12,3,0,0.47795747242358905
335983,2,12,4,0,0.42429092439710114
335983,2,12,5,0,0.49339822804329353
335983,2,12,6,0,0.46965782155138264
335983,2,13,1,0,0.5137615486582597
335983,2,13,2,0,0.48207754641961564
335983,2,13,3,0,0.48685898098009306
335983,2,13,4,0,0.5048897658967091
335983,2,13,5,0,0.4818288645953063
335983,2,13,6,0,0.4631052414803365
335983,2,13,7,0,0.45853690703846406
335983,2,14,1,0,0.5526244184542857
335983,2,14,2,1,0.5234905387901998
335983,2,14,3,0,0.4792247341965663
335983,2,14,4,0,0.5182263364022992
335983,2,14,5,0,0.5171792853274091
335983,2,14,6,0,0.49638904211239987
335983,2,15,1,0,0.4860727743505724
335983,2,15,2,0,0.5589377572759132
335983,2,15,3,0,0.5642779443409008
335983,2,15,4,0,0.5044468228354178
335983,2,15,5,0,0.5667431292210421
335983,2,15,6,0,0.5398002009706611
335983,2,16,1,0,0.5815101095439218
335983,2,16,2,0,0.5656466645959674
335983,2,16,3,0,0.565584719526075
