match_id,innings,over,ball_in_over,b14_actual_runs,b14_predicted_runs
336003,1,17,4,0,1.5892289771835726
336003,1,17,5,0,1.6976493067529128
336003,1,17,6,1,1.6671447431844502
336003,1,17,7,1,1.5035164143737487
336003,1,18,1,1,1.579658718336596
336003,1,18,2,4,1.513641164023202
336003,1,18,3,0,1.6969352743770518
336003,1,18,4,1,1.6698458483556715
336003,1,18,5,1,1.706170013046757
336003,1,18,6,0,1.5603959353976846
336003,1,19,1,0,1.6166380023520446
336003,1,19,2,4,1.931210171726125
336003,1,19,3,4,1.9870545099014927
336003,1,19,4,2,1.8874006024618177
336003,1,19,5,4,1.9056691401542134
336003,1,19,6,6,2.549417904774456
336003,2,15,1,0,0.020069684090631257
336003,2,15,2,0,0.020069684090631257
336003,2,15,3,2,0.6125227945681023
336003,2,15,4,6,2.04315242334354
336003,2,15,5,2,1.9398175394584762
336003,2,15,6,2,1.9808218241956657
336003,2,16,1,4,2.2511018800562286
336003,2,16,2,1,2.1235555427654225
336003,2,16,3,1,2.013689565851908
336003,2,16,4,2,2.0977329080184024
336003,2,16,5,2,1.9342582825901495
336003,2,16,6,1,1.9918150715854013
336003,2,17,1,2,2.011712928604953
336003,2,17,2,1,2.1578800654937256
336003,2,17,3,6,2.4173777841349695
336003,2,17,4,1,2.394972596608761
336003,2,17,5,6,2.429149213798672
336003,2,17,6,2,2.418316293607644
336003,2,18,1,2,2.1324830047799574
336003,2,18,2,6,2.823539252626168
336003,2,18,3,2,2.3336308940536172
336003,2,18,4,2,2.5870622914825154
336003,2,18,5,0,2.3214639457863644
336003,2,18,6,6,2.698995132431269
336003,2,19,1,1,2.808449481317871
336003,2,19,2,2,2.560625398054834
336003,2,19,3,1,2.5689858597046755
336003,2,19,4,0,2.733387385194306
336003,2,19,5,0,2.6942408927271684
336003,2,19,6,4,2.8666373541208157
336016,1,15,1,1,0.9023788948242248
336016,1,15,2,1,0.9080403974227
336016,1,15,3,0,0.6125227945681023
336016,1,15,4,6,2.04315242334354
336016,1,15,5,4,2.431216830027345
336016,1,15,6,4,2.8894240176158537
336016,1,16,1,0,2.2511018800562286
336016,1,16,2,1,2.1235555427654225
336016,1,16,3,0,1.9606971634772965
336016,1,16,4,1,1.8941278502417735
336016,1,16,5,2,1.8744451108710782
336016,1,16,6,1,1.8002951192740448
336016,1,17,1,0,1.6366300757415382
336016,1,17,2,0,1.4218109004981512
