match_id,innings,over,ball_in_over,bowler,w2_actual_future_wicket,w2_predicted_wicket_prob
419143,1,8,6,SK Warne,0,0.38018138706766363
419143,1,12,6,SK Trivedi,1,0.5794922800260781
419143,2,5,6,PP Chawla,0,0.5354027781153655
419150,1,8,6,SK Trivedi,1,0.5733342892876752
419150,1,12,6,SK Trivedi,0,0.570769471100093
419150,1,15,6,AP Dole,1,0.6341333187322423
419150,2,5,6,DS Kulkarni,0,0.36740812404562434
419150,2,8,6,Harbhajan Singh,1,0.5334549078896825
419150,2,12,6,SL Malinga,0,0.5213050159872148
419150,2,15,6,SL Malinga,0,0.3938795261476001
419152,1,5,6,AB McDonald,0,0.6001466816904496
419152,1,8,6,PD Collingwood,0,0.5314799409793722
419152,1,12,6,PD Collingwood,0,0.2955146824235546
419152,2,5,6,DJ Bravo,0,0.33477795395556476
419152,2,8,6,KA Pollard,1,0.5462408382206995
419152,2,12,6,KA Pollard,0,0.35993282970985757
419152,2,15,6,Harbhajan Singh,0,0.364486201463805
419157,1,5,6,JH Kallis,1,0.5683396116995117
419157,1,8,6,Pankaj Singh,0,0.4086430007745122
419157,1,12,6,JH Kallis,0,0.36747044836285214
419157,2,5,6,R McLaren,0,0.5314329195108015
419157,2,8,6,Harbhajan Singh,1,0.5068209759044074
501209,1,5,6,B Lee,0,0.5835321661238507
501209,1,15,6,L Balaji,0,0.4534771937375812
501209,2,5,6,A Singh,0,0.631578695941931
501209,2,12,6,SK Trivedi,0,0.5538960895054688
501210,1,5,6,NLTC Perera,0,0.6349197708858242
501210,1,8,6,RV Gomez,0,0.5347990906529002
501210,1,12,6,NLTC Perera,0,0.3749799053719071
501210,1,15,6,R Vinay Kumar,1,0.4823601747521238
501210,2,5,6,KA Pollard,0,0.6034118673104736
501210,2,8,6,KA Pollard,0,0.5692414615446805
501210,2,12,6,AG Murtaza,0,0.4033197894402011
501212,1,5,6,R McLaren,1,0.625572999312623
501212,1,15,6,RJ Harris,0,0.49808035738712997
501212,2,5,6,I Sharma,0,0.36363128465769656
501212,2,8,6,DT Christian,0,0.4582327909856393
501221,1,5,6,Joginder Sharma,0,0.4989693458263695
501221,1,8,6,R Ashwin,0,0.5184775920043835
501221,1,12,6,R Ashwin,0,0.3542217373941863
501221,2,5,6,MM Patel,0,0.3834028008355071
501221,2,12,6,KA Pollard,0,0.5130548293394439
501221,2,15,6,Harbhajan Singh,1,0.45803885579847
501224,1,5,6,I Sharma,0,0.5797578540992525
501224,1,8,6,A Mishra,0,0.5142812917127687
501224,1,15,6,I Sharma,0,0.5112875415755684
501224,2,5,6,SL Malinga,1,0.5903367097299472
501224,2,8,6,R Sathish,0,0.5924831153716822
501224,2,12,6,AN Ahmed,1,0.40119667797400915
501224,2,15,6,SL Malinga,0,0.5053170276039045
501225,1,5,6,A Singh,1,0.3280196117095087
501225,1,8,6,J Botha,0,0.39143926530665885
501225,1,12,6,SK Trivedi,1,0.5946857432627777
501225,2,5,6,M Muralitharan,0,0.5136852202428264
501225,2,12,6,M Muralitharan,0,0.3060915567100354
501226,1,5,6,M Kartik,0,0.5750549911948176
501226,1,8,6,R Sharma,1,0.5067825629425297
501226,1,15,6,AC Thomas,0,0.4307897992070479
501226,2,5,6,R Ashwin,0,0.5887053353462396
501226,2,8,6,S Randiv,0,0.5724037036285865
501226,2,12,6,DE Bollinger,1,0.5862924429253947
501229,1,5,6,R Vinay Kumar,1,0.6886168393833904
501229,1,8,6,NLTC Perera,1,0.5539568556262476
