match_id,innings,over,ball_in_over,b15_actual_remaining,b15_predicted_remaining
501242,1,16,4,46,36.548557
501242,1,16,5,44,34.392544
501242,1,16,6,43,32.790306
501242,1,17,1,42,31.378534
501242,1,17,2,38,29.276571
501242,1,17,3,36,27.574472
501242,1,17,4,35,25.745218
501242,1,17,5,34,23.502758
501242,1,17,6,34,21.641933
501242,1,17,7,33,20.786943
501242,1,18,1,31,18.396482
501242,1,18,2,30,18.606125
501242,1,18,3,26,16.60672
501242,1,18,4,26,15.713435
501242,1,18,5,24,13.631023
501242,1,18,6,23,9.66434
501242,1,18,7,23,9.730531
501242,1,19,1,22,9.687297
501242,1,19,2,21,9.185314
501242,1,19,3,15,8.950074
501242,1,19,4,11,7.1624575
501242,1,19,5,5,7.205561
501242,1,19,6,1,5.3105416
501242,2,15,1,39,50.812782
501242,2,15,2,37,50.69085
501242,2,15,3,36,48.039547
501242,2,15,4,35,41.562572
501242,2,15,5,35,40.566345
501242,2,15,6,34,39.65581
501242,2,16,1,33,35.95356
501242,2,16,2,33,39.899956
501242,2,16,3,27,37.876305
501242,2,16,4,23,35.73798
501242,2,16,5,22,35.463314
501242,2,16,6,21,34.93596
501242,2,17,1,20,31.125011
501242,2,17,2,19,28.497225
501242,2,17,3,18,25.074625
501242,2,17,4,18,22.343304
501242,2,17,5,18,21.738565
501242,2,17,6,17,22.279541
501242,2,18,1,13,21.541187
501242,2,18,2,12,18.437675
501242,2,18,3,8,17.624405
501242,2,18,4,7,15.319999
501242,2,18,5,7,13.30361
501242,2,18,6,7,10.715458
501242,2,19,1,7,10.127872
501242,2,19,2,5,8.334836
501242,2,19,3,3,6.7260723
501242,2,19,4,2,6.2566
501242,2,19,5,1,4.342743
501242,2,19,6,0,1.0730287
501245,1,15,1,37,45.672523
501245,1,15,2,36,43.50806
501245,1,15,3,35,41.893444
501245,1,15,4,35,36.620045
501245,1,15,5,35,37.20578
501245,1,15,6,34,33.214188
501245,1,16,1,33,26.675808
501245,1,16,2,31,23.855062
501245,1,16,3,30,20.964813
501245,1,16,4,29,20.437586
501245,1,16,5,29,20.063728
501245,1,16,6,28,21.36709
501245,1,16,7,26,17.652666
501245,1,17,1,20,22.241491
501245,1,17,2,19,21.445042
501245,1,17,3,18,21.005991
501245,1,17,4,18,21.494713
501245,1,17,5,18,21.624523
501245,1,17,6,17,16.654438
501245,1,18,1,16,15.039687
501245,1,18,2,15,12.695504
501245,1,18,3,15,12.417575
501245,1,18,4,13,11.000583
501245,1,18,5,9,10.254636
501245,1,18,6,8,11.876685
501245,1,19,1,7,10.280281
501245,1,19,2,6,8.107346
501245,1,19,3,5,7.0814247
501245,1,19,4,4,7.4681077
501245,1,19,5,2,5.9935784
501245,1,19,6,1,2.4010305
501257,1,15,1,44,42.988907
501257,1,15,2,43,46.118614
501257,1,15,3,42,44.11771
501257,1,15,4,42,42.621246
501257,1,15,5,41,39.175575
501257,1,15,6,40,33.55633
501257,1,15,7,40,41.19453
501257,1,15,8,36,43.958416
501257,1,16,1,36,37.716103
501257,1,16,2,35,35.55936
501257,1,16,3,33,35.67871
501257,1,16,4,32,35.8324
501257,1,16,5,32,33.540016
501257,1,16,6,31,31.164436
501257,1,17,1,29,29.890945
501257,1,17,2,28,28.285896
501257,1,17,3,27,26.058723
501257,1,17,4,26,25.354836
501257,1,17,5,26,23.481653
501257,1,17,6,22,22.438517
501257,1,18,1,22,21.934875
501257,1,18,2,22,19.186436
501257,1,18,3,18,17.174583
501257,1,18,4,14,16.104631
501257,1,18,5,14,14.281129
501257,1,18,6,13,12.865079
501257,1,19,1,12,11.3069105
501257,1,19,2,8,9.218393
501257,1,19,3,6,7.826569
501257,1,19,4,2,5.261566
501257,1,19,5,2,4.0506053
501257,1,19,6,1,2.5644646
501257,2,15,1,44,33.834515
501257,2,15,2,44,35.294167
501257,2,15,3,43,35.342316
501257,2,15,4,43,38.556957
501257,2,15,5,39,36.15702
501257,2,15,6,39,34.63118
501257,2,16,1,39,32.956184
501257,2,16,2,38,34.48764
501257,2,16,3,34,32.66849
501257,2,16,4,32,31.041965
501257,2,16,5,31,30.42493
501257,2,16,6,31,29.32684
501257,2,17,1,31,28.061857
501257,2,17,2,31,21.81176
501257,2,17,3,31,24.321291
501257,2,17,4,25,19.116812
501257,2,17,5,25,21.052692
501257,2,17,6,21,21.02793
501257,2,17,7,20,20.37608
501257,2,18,1,16,20.47647
501257,2,18,2,14,17.301533
501257,2,18,3,13,13.817717
501257,2,18,4,13,12.233716
501257,2,18,5,13,10.577586
501257,2,18,6,13,8.682572
501257,2,19,1,13,7.1620507
501257,2,19,2,11,7.330639
501257,2,19,3,5,7.671762
501257,2,19,4,1,4.890913
501257,2,19,5,0,3.620006
501257,2,19,6,0,2.2334297
501259,1,15,1,44,32.18085
501259,1,15,2,43,33.052563
501259,1,15,3,42,31.896313
501259,1,15,4,41,32.17273
501259,1,15,5,40,31.855318
501259,1,15,6,39,39.289436
501259,1,15,7,38,38.067646
501259,1,16,1,37,32.44326
501259,1,16,2,37,34.379642
501259,1,16,3,37,32.369015
501259,1,16,4,36,26.958853
501259,1,16,5,36,30.52431
501259,1,16,6,34,23.791466
501259,1,17,1,34,28.38988
501259,1,17,2,32,28.536171
501259,1,17,3,32,25.423403
501259,1,17,4,32,26.159803
501259,1,17,5,31,24.700315
501259,1,17,6,25,24.221893
501259,1,18,1,24,21.26684
501259,1,18,2,23,20.026709
501259,1,18,3,22,19.05005
501259,1,18,4,18,17.669428
501259,1,18,5,17,12.60644
501259,1,18,6,16,11.617009
501259,1,19,1,15,11.4914875
501259,1,19,2,9,8.989333
501259,1,19,3,9,6.6257772
501259,1,19,4,8,5.7537885
501259,1,19,5,8,5.1906233
501259,1,19,6,2,2.9307625
501259,2,15,1,30,49.810425
501259,2,15,2,30,48.366245
501259,2,15,3,29,43.449615
501259,2,15,4,29,39.88449
501259,2,15,5,29,41.129025
501259,2,15,6,27,38.439938
501259,2,15,7,26,33.840397
501259,2,16,1,26,39.439587
501259,2,16,2,22,39.72153
501259,2,16,3,22,37.874554
501259,2,16,4,21,36.464764
501259,2,16,5,15,35.227657
501259,2,16,6,14,31.405787
501259,2,17,1,14,28.228537
501259,2,17,2,13,26.238491
501259,2,17,3,12,26.313948
501259,2,17,4,12,24.179409
501259,2,17,5,12,19.99502
501259,2,17,6,12,19.24798
501259,2,18,1,12,15.431609
501259,2,18,2,12,13.9283
501259,2,18,3,11,12.736695
501259,2,18,4,10,10.8012705
501259,2,18,5,8,10.398128
501259,2,18,6,6,9.174934
501259,2,19,1,5,7.984013
501259,2,19,2,4,7.4854393
501269,1,15,1,45,45.180668
501269,1,15,2,44,42.68895
501269,1,15,3,43,37.778862
501269,1,15,4,42,38.75299
501269,1,15,5,40,37.47605
501269,1,15,6,39,35.373287
501269,1,15,7,38,36.970222
501269,1,16,1,37,37.12155
501269,1,16,2,33,33.91306
501269,1,16,3,32,36.96501
501269,1,16,4,28,35.41094
501269,1,16,5,27,34.411396
501269,1,16,6,26,31.037271
501269,1,17,1,26,28.218605
501269,1,17,2,26,24.862883
501269,1,17,3,26,22.83066
501269,1,17,4,25,21.243355
501269,1,17,5,24,19.962666
501269,1,17,6,23,19.128605
501269,1,18,1,22,18.668041
501269,1,18,2,18,17.15208
501269,1,18,3,17,15.153666
501269,1,18,4,16,12.696294
501269,1,18,5,15,11.556277
501269,1,18,6,14,10.610807
501269,1,18,7,13,9.236636
501269,1,19,1,13,8.662021
501269,1,19,2,11,8.096998
501269,1,19,3,5,7.0361986
501269,1,19,4,4,4.9959164
501269,1,19,5,3,4.2474422
501269,1,19,6,1,3.582819
501269,2,15,1,28,48.11407
501269,2,15,2,26,45.490047
501269,2,15,3,26,47.008953
501269,2,15,4,25,37.736267
501269,2,15,5,25,38.781666
501269,2,15,6,25,37.536045
501269,2,16,1,25,36.83838
501269,2,16,2,24,33.888897
501269,2,16,3,23,31.893503
501269,2,16,4,23,35.4386
501269,2,16,5,19,33.07821
501269,2,16,6,18,29.899355
501269,2,17,1,18,29.345028
501269,2,17,2,17,28.51752
501269,2,17,3,16,27.230297
501269,2,17,4,16,23.957956
501269,2,17,5,15,23.15186
501269,2,17,6,15,21.73536
501269,2,18,1,15,21.682514
501269,2,18,2,11,18.708963
501269,2,18,3,11,18.077166
501269,2,18,4,10,16.49438
501269,2,18,5,8,15.019284
501269,2,18,6,7,12.672684
501269,2,19,1,7,10.829998
501269,2,19,2,6,11.252338
548309,1,15,1,64,48.465347
548309,1,15,2,60,45.61526
548309,1,15,3,59,45.207527
548309,1,15,4,59,42.96639
548309,1,15,5,58,46.764557
548309,1,15,6,54,49.217113
548309,1,16,1,53,37.355377
548309,1,16,2,52,34.829247
548309,1,16,3,51,36.91856
548309,1,16,4,47,33.59325
548309,1,16,5,43,33.073265
548309,1,16,6,39,40.008495
548309,1,17,1,35,34.121555
548309,1,17,2,29,29.31655
548309,1,17,3,29,29.33173
548309,1,17,4,28,26.46672
548309,1,17,5,28,23.268856
548309,1,17,6,27,22.533062
548309,1,18,1,26,19.196192
548309,1,18,2,25,20.651083
548309,1,18,3,21,18.364222
548309,1,18,4,20,16.170938
548309,1,18,5,19,15.656324
548309,1,18,6,19,13.950034
548309,1,18,7,17,14.79815
548309,1,19,1,13,12.998574
548309,1,19,2,12,11.227742
548309,1,19,3,11,6.62689
548309,1,19,4,11,6.244174
548309,1,19,5,5,5.291672
548309,1,19,6,1,3.4337358
548309,2,15,1,43,45.269318
548309,2,15,2,39,43.681114
548309,2,15,3,38,43.826057
548309,2,15,4,37,39.86444
548309,2,15,5,37,40.820744
548309,2,15,6,33,21.90515
548309,2,16,1,33,24.560476
548309,2,16,2,32,27.682947
548309,2,16,3,31,27.27744
548309,2,16,4,30,27.45747
548309,2,16,5,30,27.708689
548309,2,16,6,29,26.306059
548309,2,17,1,28,23.88129
548309,2,17,2,27,23.900707
548309,2,17,3,26,21.879484
548309,2,17,4,25,22.532408
548309,2,17,5,24,21.108501
548309,2,17,6,24,20.884995
548309,2,18,1,18,20.414934
548309,2,18,2,17,17.635508
548309,2,18,3,17,17.524582
548309,2,18,4,17,13.643457
548309,2,18,5,11,11.593865
548309,2,18,6,10,10.940069
548309,2,19,1,8,9.491179
548309,2,19,2,8,8.581748
548309,2,19,3,6,5.9393935
548309,2,19,4,5,4.310964
548309,2,19,5,4,3.3926976
548309,2,19,6,2,2.055363
548315,1,15,1,37,44.964424
548315,1,15,2,35,45.898838
548315,1,15,3,35,48.55529
548315,1,15,4,33,48.991497
548315,1,15,5,32,44.57018
548315,1,15,6,31,42.578926
548315,1,16,1,30,41.9594
548315,1,16,2,26,39.180832
548315,1,16,3,26,37.02604
548315,1,16,4,26,35.53919
548315,1,16,5,25,30.262629
548315,1,16,6,25,30.379753
548315,1,17,1,23,26.952845
548315,1,17,2,22,26.150087
548315,1,17,3,22,24.321302
548315,1,17,4,21,24.07122
548315,1,17,5,20,22.932442
548315,1,17,6,19,22.324947
548315,1,17,7,18,22.396738
548315,1,17,8,17,19.643661
548315,1,18,1,15,18.053587
548315,1,18,2,15,17.131237
548315,1,18,3,14,13.37836
548315,1,18,4,14,11.586303
548315,1,18,5,14,10.959132
548315,1,18,6,14,8.931754
548315,1,19,1,12,8.041351
548315,1,19,2,12,6.791695
548315,1,19,3,11,5.283974
548315,1,19,4,11,5.074045
548315,1,19,5,5,3.7081125
548315,1,19,6,4,2.1586
548315,2,15,1,42,21.567373
548315,2,15,2,41,25.619709
548315,2,15,3,37,23.965569
548315,2,15,4,36,23.298643
548315,2,15,5,35,24.62125
548315,2,15,6,34,27.141829
548315,2,15,7,33,30.425554
548315,2,15,8,33,24.999985
548315,2,16,1,32,28.456707
548315,2,16,2,32,28.578022
548315,2,16,3,32,27.456078
548315,2,16,4,30,29.94075
548315,2,16,5,30,29.086489
548315,2,16,6,30,29.141975
548315,2,17,1,24,25.83457
548315,2,17,2,23,24.034517
548315,2,17,3,21,22.576721
548315,2,17,4,20,24.161936
548315,2,17,5,19,25.383327
548315,2,17,6,18,21.95497
548315,2,17,7,17,14.501882
548315,2,18,1,17,11.694286
548315,2,18,2,15,11.2396145
548315,2,18,3,14,11.309464
548315,2,18,4,13,12.48481
548315,2,18,5,9,12.10446
548315,2,18,6,8,10.684391
548315,2,18,7,7,10.086548
548315,2,19,1,5,7.6394076
548315,2,19,2,4,6.898114
548315,2,19,3,3,5.1245255
548315,2,19,4,2,3.880915
548315,2,19,5,1,3.969596
548315,2,19,6,0,0.40256825
548316,1,15,1,30,42.66393
548316,1,15,2,29,42.71395
548316,1,15,3,28,38.172592
548316,1,15,4,27,37.084335
548316,1,15,5,27,33.005604
548316,1,15,6,27,32.841526
548316,1,16,1,27,32.681133
548316,1,16,2,25,32.961563
548316,1,16,3,25,31.607737
548316,1,16,4,24,30.091654
548316,1,16,5,23,27.454107
548316,1,16,6,22,26.066809
548316,1,17,1,21,21.518414
548316,1,17,2,21,21.641872
548316,1,17,3,20,22.1079
548316,1,17,4,19,21.5195
548316,1,17,5,18,20.548216
548316,1,17,6,17,19.697968
548316,1,18,1,16,17.869541
548316,1,18,2,12,17.008633
548316,1,18,3,10,15.846094
548316,1,18,4,10,12.694427
548316,1,18,5,10,11.7177725
548316,1,18,6,8,10.224861
548316,1,19,1,7,9.04516
548316,1,19,2,7,7.9147243
548316,1,19,3,3,6.7715487
548316,1,19,4,2,5.677333
548316,1,19,5,2,3.7898765
548316,1,19,6,1,2.1636496
548325,1,15,1,13,22.929419
548325,1,15,2,12,24.67248
548325,1,15,3,12,24.407692
548325,1,15,4,12,22.937605
548325,1,15,5,12,19.55767
548325,1,15,6,12,20.40057
548325,1,16,1,12,19.24273
548325,1,16,2,12,14.124553
548325,1,16,3,11,14.117202
548325,1,16,4,11,13.018992
548325,1,16,5,11,16.0627
548325,1,16,6,11,16.747517
548325,1,16,7,9,18.371368
548325,1,17,1,9,18.200554
548325,1,17,2,9,17.93021
548325,1,17,3,9,23.5977
548325,1,17,4,8,24.533249
548325,1,17,5,4,21.42163
548325,1,17,6,3,12.279
548325,1,17,7,3,12.674849
548325,1,18,1,3,8.495714
548325,1,18,2,2,8.504864
548325,1,18,3,2,7.7130046
548325,1,18,4,2,7.0927696
548325,1,18,5,1,6.677295
548325,1,18,6,0,6.918937
548325,1,19,1,0,5.6967726
548325,1,19,2,0,1.2259163
548332,1,15,1,39,47.76614
548332,1,15,2,39,45.61462
548332,1,15,3,38,44.923687
548332,1,15,4,34,37.427704
548332,1,15,5,30,37.983814
548332,1,15,6,30,38.508373
548332,1,16,1,30,39.594933
548332,1,16,2,26,39.414894
548332,1,16,3,20,39.01375
548332,1,16,4,20,27.850996
548332,1,16,5,20,34.368404
548332,1,16,6,18,32.93204
548332,1,17,1,17,27.1047
548332,1,17,2,16,18.092394
548332,1,17,3,16,18.439903
548332,1,17,4,15,16.627104
548332,1,17,5,14,16.740929
548332,1,17,6,14,17.128128
548332,1,18,1,13,16.563166
548332,1,18,2,7,15.302865
548332,1,18,3,6,13.181041
548332,1,18,4,5,11.719824
548332,1,18,5,4,14.277707
548332,1,18,6,4,13.292563
548332,1,19,1,4,11.782465
548332,1,19,2,3,8.619448
548332,1,19,3,3,4.366657
548332,1,19,4,3,5.423265
548332,1,19,5,1,3.222162
548332,1,19,6,0,2.768465
548332,2,15,1,43,36.02253
548332,2,15,2,42,32.84928
548332,2,15,3,38,31.786251
548332,2,15,4,37,33.19876
548332,2,15,5,35,32.698444
548332,2,15,6,33,32.57855
548332,2,15,7,32,31.076746
548332,2,16,1,31,36.8763
548332,2,16,2,31,35.154037
548332,2,16,3,30,23.014103
548332,2,16,4,30,22.415298
548332,2,16,5,29,18.453999
548332,2,16,6,29,20.12632
548332,2,17,1,29,18.578678
548332,2,17,2,28,17.705801
548332,2,17,3,27,14.961152
548332,2,17,4,25,17.130486
548332,2,17,5,21,19.889421
548332,2,17,6,20,21.81379
548332,2,18,1,16,19.472612
548332,2,18,2,14,19.82495
548332,2,18,3,12,18.32765
548332,2,18,4,11,17.376614
548332,2,18,5,9,16.736525
548332,2,18,6,9,12.774305
548332,2,19,1,8,11.718881
548332,2,19,2,7,9.52142
548332,2,19,3,6,9.066868
548332,2,19,4,4,6.884233
548332,2,19,5,3,5.7019086
548332,2,19,6,2,3.2755525
548341,1,15,1,55,45.5872
548341,1,15,2,54,46.232224
548341,1,15,3,53,46.527786
548341,1,15,4,49,42.391853
548341,1,15,5,43,43.481667
548341,1,15,6,37,40.287117
548341,1,16,1,36,38.484142
548341,1,16,2,35,36.259247
548341,1,16,3,34,33.879204
548341,1,16,4,33,32.52554
548341,1,16,5,32,33.21977
548341,1,16,6,26,28.993391
548341,1,17,1,26,30.680965
548341,1,17,2,20,29.081118
548341,1,17,3,19,27.957405
548341,1,17,4,19,27.544365
548341,1,17,5,18,24.557081
548341,1,17,6,17,23.241703
548341,1,17,7,16,24.05261
548341,1,18,1,15,20.265589
548341,1,18,2,15,20.23916
548341,1,18,3,14,18.631239
548341,1,18,4,12,16.657484
548341,1,18,5,11,14.563144
548341,1,18,6,10,13.217507
548341,1,19,1,9,10.148456
548341,1,19,2,8,8.636829
548341,1,19,3,6,8.033037
548341,1,19,4,5,5.2862444
548341,1,19,5,2,2.1972067
548341,1,19,6,1,-1.0008823
548341,2,15,1,58,40.507336
548341,2,15,2,57,40.11003
548341,2,15,3,56,39.7683
548341,2,15,4,55,41.37406
548341,2,15,5,49,40.915737
548341,2,15,6,48,41.33145
548341,2,16,1,48,36.983772
548341,2,16,2,41,36.3639
548341,2,16,3,40,37.01502
548341,2,16,4,39,37.09434
548341,2,16,5,38,34.380085
548341,2,16,6,37,31.856586
548341,2,16,7,36,27.231424
548341,2,16,8,36,33.27352
548341,2,17,1,30,31.146881
548341,2,17,2,28,30.177107
548341,2,17,3,27,27.977518
548341,2,17,4,26,26.12136
548341,2,17,5,20,24.997885
548341,2,17,6,19,23.638685
548341,2,18,1,18,19.915432
548341,2,18,2,17,18.92058
548341,2,18,3,17,17.390266
548341,2,18,4,16,14.4444895
548341,2,18,5,15,13.606627
548341,2,18,6,14,12.958639
548341,2,18,7,13,13.349892
548341,2,19,1,7,11.750901
548341,2,19,2,7,7.577651
548341,2,19,3,7,7.0399103
548341,2,19,4,3,5.4397593
548341,2,19,5,3,4.8461175
548341,2,19,6,1,2.1287448
548344,1,15,1,56,50.913696
548344,1,15,2,55,48.29546
548344,1,15,3,54,48.142113
548344,1,15,4,53,40.40571
548344,1,15,5,47,38.529465
548344,1,15,6,46,42.091274
548344,1,16,1,46,37.847
548344,1,16,2,45,34.715862
548344,1,16,3,44,35.376747
548344,1,16,4,38,33.44861
548344,1,16,5,37,31.801601
548344,1,16,6,31,29.563543
548344,1,17,1,30,29.448647
548344,1,17,2,29,26.20117
548344,1,17,3,28,22.72986
548344,1,17,4,26,23.08832
548344,1,17,5,25,14.112357
548344,1,17,6,24,11.880713
548344,1,17,7,24,11.850157
548344,1,18,1,23,14.131228
548344,1,18,2,22,13.092808
548344,1,18,3,16,13.684248
548344,1,18,4,15,15.854888
548344,1,18,5,15,16.977663
548344,1,18,6,9,14.440071
548344,1,19,1,9,12.593118
548344,1,19,2,8,8.993197
548344,1,19,3,8,8.609301
548344,1,19,4,2,7.1377125
548344,1,19,5,1,4.728038
548344,1,19,6,0,1.1944311
548344,2,15,1,56,43.577168
548344,2,15,2,55,43.05413
548344,2,15,3,54,41.97002
548344,2,15,4,53,42.31044
548344,2,15,5,52,42.36443
548344,2,15,6,46,41.278774
548344,2,16,1,45,41.80128
548344,2,16,2,41,39.130295
548344,2,16,3,37,37.222
548344,2,16,4,37,32.059563
548344,2,16,5,37,35.645008
548344,2,16,6,33,34.109688
548344,2,17,1,32,28.610867
548344,2,17,2,31,22.362066
548344,2,17,3,31,23.184755
548344,2,17,4,30,20.809065
548344,2,17,5,30,19.6062
548344,2,17,6,29,18.414421
548344,2,18,1,28,16.662884
548344,2,18,2,27,15.308351
548344,2,18,3,27,15.771832
548344,2,18,4,21,16.713228
548344,2,18,5,17,17.172848
548344,2,18,6,11,14.70476
548344,2,19,1,5,12.873995
548344,2,19,2,4,10.359026
548344,2,19,3,4,10.450153
548344,2,19,4,0,8.18129
548344,2,19,5,0,5.7985272
548344,2,19,6,0,2.9314032
548353,1,15,1,29,49.66751
548353,1,15,2,28,46.82316
548353,1,15,3,28,43.284275
548353,1,15,4,28,41.216923
548353,1,15,5,27,40.273552
548353,1,15,6,26,38.573612
548353,1,16,1,25,37.00636
548353,1,16,2,25,32.097546
548353,1,16,3,25,31.5248
548353,1,16,4,25,28.707464
548353,1,16,5,24,20.441185
548353,1,16,6,24,18.718157
548353,1,17,1,23,21.572449
548353,1,17,2,22,20.062061
548353,1,17,3,21,20.434074
548353,1,17,4,20,16.046457
548353,1,17,5,20,16.522093
548353,1,17,6,19,16.20245
548353,1,17,7,18,15.579685
548353,1,17,8,18,17.292465
548353,1,18,1,16,15.617789
548353,1,18,2,16,18.748154
548353,1,18,3,10,15.24028
548353,1,18,4,10,14.012142
548353,1,18,5,10,12.364494
548353,1,18,6,9,11.643302
548353,1,19,1,9,11.480059
548353,1,19,2,7,8.713674
548353,1,19,3,5,6.6713715
548353,1,19,4,4,5.7032166
548353,1,19,5,2,4.0414977
548353,1,19,6,1,2.4588823
548353,2,15,1,34,44.53536
548353,2,15,2,33,40.075413
548353,2,15,3,29,35.248604
548353,2,15,4,28,35.343227
548353,2,15,5,28,34.873158
548353,2,15,6,27,34.680935
548353,2,16,1,27,35.05547
548353,2,16,2,26,31.5031
548353,2,16,3,26,27.758347
548353,2,16,4,25,29.187471
548353,2,16,5,24,24.651403
548353,2,16,6,24,26.948837
548353,2,17,1,23,28.972439
548353,2,17,2,17,27.174355
548353,2,17,3,16,25.249693
548353,2,17,4,15,22.555647
548353,2,17,5,15,22.084406
548353,2,17,6,15,20.231068
548353,2,18,1,14,14.756943
548353,2,18,2,13,14.11646
548353,2,18,3,13,12.225587
548353,2,18,4,12,10.727461
548353,2,18,5,12,10.041099
548353,2,18,6,10,8.814103
548353,2,19,1,10,7.731615
548353,2,19,2,9,6.978421
548353,2,19,3,5,5.820948
548353,2,19,4,4,4.237166
548353,2,19,5,4,3.15586
548353,2,19,6,0,1.7369946
548358,1,15,1,34,43.63386
548358,1,15,2,30,41.28639
548358,1,15,3,30,37.76741
548358,1,15,4,30,36.978317
548358,1,15,5,29,38.500305
548358,1,15,6,27,37.056763
548358,1,16,1,26,33.52945
548358,1,16,2,24,31.464598
548358,1,16,3,23,32.49706
548358,1,16,4,22,30.110687
548358,1,16,5,21,27.40966
548358,1,16,6,21,26.5169
548358,1,16,7,20,26.526157
548358,1,17,1,19,25.665152
548358,1,17,2,18,24.026241
548358,1,17,3,17,23.163538
548358,1,17,4,16,20.719471
548358,1,17,5,15,20.77164
548358,1,17,6,13,19.448698
548358,1,18,1,12,17.671316
548358,1,18,2,11,16.506584
548358,1,18,3,10,15.325408
548358,1,18,4,6,13.045975
548358,1,18,5,5,11.708994
548358,1,18,6,4,9.921587
548358,1,19,1,3,8.2402935
548358,1,19,2,3,7.866341
548358,1,19,3,3,5.793326
548358,1,19,4,2,5.514139
548358,1,19,5,2,3.7771165
548358,1,19,6,1,2.109469
548358,2,15,1,14,43.51422
548358,2,15,2,14,44.24824
548358,2,15,3,13,44.415405
548358,2,15,4,11,50.093906
548358,2,15,5,7,49.49719
548358,2,15,6,6,46.56671
548358,2,16,1,5,42.870987
548358,2,16,2,4,39.954155
548360,1,15,1,46,43.966354
548360,1,15,2,45,45.5602
548360,1,15,3,43,43.082317
548360,1,15,4,41,39.321148
548360,1,15,5,41,35.004948
548360,1,15,6,41,33.62322
548360,1,16,1,40,32.340675
548360,1,16,2,40,33.77593
548360,1,16,3,40,28.411102
548360,1,16,4,39,28.604685
548360,1,16,5,38,27.651806
548360,1,16,6,37,27.67782
548360,1,17,1,36,24.433638
548360,1,17,2,35,23.467072
548360,1,17,3,34,25.04271
548360,1,17,4,30,23.140491
548360,1,17,5,29,23.325161
548360,1,17,6,28,23.21415
548360,1,18,1,28,21.420599
548360,1,18,2,28,19.253983
548360,1,18,3,27,15.390649
548360,1,18,4,23,14.152139
548360,1,18,5,23,13.520927
548360,1,18,6,19,12.045913
548360,1,19,1,18,9.199703
548360,1,19,2,16,8.76533
548360,1,19,3,15,8.140452
548360,1,19,4,9,9.019962
548360,1,19,5,3,6.402747
548360,1,19,6,1,4.5862665
548360,2,15,1,31,36.257294
548360,2,15,2,30,53.213688
548360,2,15,3,26,47.707146
548360,2,15,4,25,45.21777
548360,2,15,5,24,42.98954
548360,2,15,6,23,33.457916
548360,2,15,7,22,34.001823
548360,2,16,1,21,28.350224
548360,2,16,2,20,26.381153
548360,2,16,3,19,28.70266
548360,2,16,4,18,28.741337
548360,2,16,5,17,26.18933
548360,2,16,6,16,27.110558
548360,2,17,1,16,27.430614
548360,2,17,2,14,24.250938
548360,2,17,3,13,18.492676
548360,2,17,4,7,16.837795
548360,2,17,5,6,12.147327
548360,2,17,6,6,16.83406
548362,1,15,1,44,53.34769
548362,1,15,2,44,52.180927
548362,1,15,3,44,38.821594
548362,1,15,4,43,23.90628
548362,1,15,5,43,21.922508
548362,1,15,6,42,31.082338
548362,1,16,1,41,30.437737
548362,1,16,2,40,30.943876
548362,1,16,3,39,33.983097
548362,1,16,4,37,33.20862
548362,1,16,5,36,31.332878
548362,1,16,6,35,32.790188
548362,1,17,1,35,31.205902
548362,1,17,2,35,25.138466
548362,1,17,3,35,26.864653
548362,1,17,4,29,24.672308
548362,1,17,5,27,22.938393
548362,1,17,6,26,23.148485
548362,1,18,1,24,19.161318
548362,1,18,2,20,19.210499
548362,1,18,3,20,17.022335
548362,1,18,4,19,15.678932
548362,1,18,5,18,14.621809
548362,1,18,6,16,13.0561695
548362,1,19,1,15,10.719307
548362,1,19,2,11,9.589764
548362,1,19,3,10,7.5148463
548362,1,19,4,9,7.4580665
548362,1,19,5,7,4.787863
548362,1,19,6,6,4.8184724
548362,2,15,1,33,42.696842
548362,2,15,2,32,41.369038
548362,2,15,3,31,37.24682
548362,2,15,4,31,38.540222
548362,2,15,5,30,28.34894
548362,2,15,6,30,29.058327
548362,2,16,1,29,25.86226
548362,2,16,2,28,25.68949
548362,2,16,3,27,27.678822
548362,2,16,4,26,28.275808
548362,2,16,5,25,27.328274
548362,2,16,6,25,26.931894
548362,2,17,1,21,25.854076
548362,2,17,2,20,15.206438
548362,2,17,3,20,14.102125
548362,2,17,4,19,15.2715435
548362,2,17,5,17,15.732254
548362,2,17,6,16,6.1769934
548362,2,18,1,16,5.858305
548362,2,18,2,15,6.837752
548362,2,18,3,13,5.8657384
548362,2,18,4,13,5.938984
548362,2,18,5,12,6.4117575
548362,2,18,6,11,5.8686547
548362,2,19,1,10,7.6101894
548362,2,19,2,4,5.6269574
548362,2,19,3,4,4.743256
548362,2,19,4,4,4.7975907
548362,2,19,5,3,3.0694652
548362,2,19,6,1,1.438188
548368,1,15,1,46,43.583824
548368,1,15,2,45,44.84472
548368,1,15,3,44,44.497105
548368,1,15,4,43,43.88177
548368,1,15,5,43,41.810272
548368,1,15,6,42,40.206306
548368,1,16,1,36,41.274517
548368,1,16,2,35,38.71648
548368,1,16,3,34,36.452065
548368,1,16,4,33,36.27108
548368,1,16,5,32,34.18674
548368,1,16,6,31,34.057884
548368,1,17,1,31,29.956867
548368,1,17,2,30,27.07906
548368,1,17,3,30,25.206528
548368,1,17,4,29,23.846828
548368,1,17,5,28,24.125422
548368,1,17,6,24,25.271482
548368,1,18,1,20,23.872766
548368,1,18,2,20,22.970486
548368,1,18,3,19,19.261274
548368,1,18,4,13,17.998308
548368,1,18,5,12,16.691109
548368,1,18,6,11,14.657309
