match_id,innings,over,b6_actual_score,b6_predicted_score
335996,1,0,13,15.291252546080198
335996,1,0,13,15.291252546080198
335996,1,0,13,15.291252546080198
335996,1,0,13,15.291252546080198
335996,1,1,7,16.361990098200103
335996,1,1,7,17.226562780955362
335996,1,1,13,13.933952437068069
335996,1,1,13,19.449875348917207
335996,1,1,13,20.941420959704264
335996,1,1,7,20.72683504900182
335996,1,2,13,20.775039481919524
335996,1,2,7,21.085472708433915
335996,1,2,13,20.775039481919524
335996,1,2,13,20.775039481919524
335996,1,2,13,20.775039481919524
335996,1,2,13,20.775039481919524
335996,1,2,13,23.12172981034179
335996,1,2,13,23.3565901537406
335996,1,3,13,23.361739300278433
335996,1,3,13,23.361739300278433
335996,1,3,13,23.361739300278433
335996,1,3,13,23.361739300278433
335996,1,3,13,26.797408289103444
335996,1,3,13,26.797408289103444
335996,1,4,14,14.143530016432797
335996,1,4,14,14.143530016432797
335996,1,4,14,14.143530016432797
335996,1,4,14,15.655681712974271
335996,1,4,5,15.655681712974271
335996,1,4,14,15.174473663431257
335996,1,5,14,16.719578016351928
335996,1,5,5,19.587836866456087
335996,1,5,5,19.587836866456087
335996,1,5,14,22.275301255413755
335996,1,5,14,22.275301255413755
335996,1,5,14,22.64237800985526
335996,1,6,14,21.744081006072125
335996,1,6,14,28.63938021998559
335996,1,6,14,28.63938021998559
335996,1,6,28,14.557056275743088
335996,1,6,13,13.540024283813699
335996,1,6,13,13.540024283813699
335996,1,7,28,15.199839504586025
335996,1,7,13,13.7008611550585
335996,1,7,28,17.7372550292885
335996,1,7,28,19.418101764381365
335996,1,7,13,17.49716107661129
335996,1,7,13,17.49716107661129
335996,1,8,28,19.62385889201687
335996,1,8,13,16.70524463163098
335996,1,8,28,20.06263371177238
335996,1,8,13,17.8100232497834
335996,1,8,28,20.06263371177238
335996,1,8,28,27.9784828035587
335996,1,9,13,18.72341830808628
335996,1,9,28,26.115219716393884
335996,1,9,13,19.98041636275468
335996,1,9,28,28.100131758100943
335996,1,9,13,19.166051136786066
335996,1,9,28,28.100131758100943
335996,1,10,13,20.062905276580242
335996,1,10,13,21.42098767285107
335996,1,10,28,31.928772062763862
335996,1,10,28,33.651867310083105
335996,1,10,13,22.355685967305703
335996,1,10,28,33.651867310083105
335996,1,11,13,22.435283684634854
