match_id,innings,over,ball_in_over,b13_actual,b13_predicted_prob
335990,1,19,4,0,0.6213357004246994
335990,1,19,5,0,0.6103919838105711
335990,1,19,6,0,0.5894271412555039
335990,1,19,7,1,0.7144031657357017
335990,2,0,1,0,0.4511755557045945
335990,2,0,2,0,0.43845170585179943
335990,2,0,3,0,0.3271813945421005
335990,2,0,4,0,0.34441239671180557
335990,2,0,5,0,0.3369311859370404
335990,2,0,6,0,0.33952792448978253
335990,2,1,1,0,0.30664318880551494
335990,2,1,2,0,0.3281613637226401
335990,2,1,3,0,0.30379339713173587
335990,2,1,4,0,0.3008544179143585
335990,2,1,5,0,0.3001566285945239
335990,2,1,6,0,0.2977769993965126
335990,2,2,1,1,0.445785979504832
335990,2,2,2,0,0.44026115568919477
335990,2,2,3,0,0.43379668218213324
335990,2,2,4,0,0.42586960022093384
335990,2,2,5,0,0.41839596045007227
335990,2,2,6,0,0.41012271205643375
335990,2,3,1,0,0.43502244914178057
335990,2,3,2,0,0.410192523303129
335990,2,3,3,0,0.42527629729482475
335990,2,3,4,0,0.41937014784634824
335990,2,3,5,0,0.3939109232854023
335990,2,3,6,0,0.3877293508402989
335990,2,3,7,0,0.3854702811442301
335990,2,4,1,0,0.41716405920959926
335990,2,4,2,0,0.41983476772419726
335990,2,4,3,0,0.42006491823459857
335990,2,4,4,0,0.41519109956397054
335990,2,4,5,0,0.3976237886462377
335990,2,4,6,0,0.41118189594477006
335990,2,5,1,0,0.407683557501983
335990,2,5,2,0,0.4281013858888526
335990,2,5,3,0,0.42322043136413967
335990,2,5,4,0,0.41170021385983196
335990,2,5,5,0,0.4230291844200981
335990,2,5,6,0,0.3995466226277023
335990,2,6,1,0,0.360024506687905
335990,2,6,2,0,0.3550704409509626
335990,2,6,3,0,0.3474785479914398
335990,2,6,4,0,0.35543673149154975
335990,2,6,5,0,0.36801956432102323
335990,2,6,6,0,0.3426462198098081
335990,2,7,1,0,0.35014453278282087
335990,2,7,2,0,0.34485979367534936
335990,2,7,3,0,0.3537210822136913
335990,2,7,4,0,0.374909689707125
335990,2,7,5,0,0.36657113163958877
335990,2,7,6,0,0.35258324078493286
335990,2,8,1,0,0.37793019893030405
335990,2,8,2,0,0.3516859020740204
335990,2,8,3,0,0.34625332699080374
335990,2,8,4,0,0.3500349734491075
335990,2,8,5,0,0.3780787408965019
335990,2,8,6,0,0.36930286165920506
335990,2,9,1,0,0.3590233313906715
335990,2,9,2,0,0.3534640015817583
335990,2,9,3,1,0.489778095939659
335990,2,9,4,0,0.4835848515729702
335990,2,9,5,0,0.4773469392298426
335990,2,9,6,0,0.46744543227215635
335990,2,10,1,0,0.47507506592955023
335990,2,10,2,0,0.4686882979095463
335990,2,10,3,0,0.45858511965824317
335990,2,10,4,0,0.4632463346732133
335990,2,10,5,0,0.4720944050454575
335990,2,10,6,0,0.4466157380518295
335990,2,11,1,0,0.4539924214815151
335990,2,11,2,0,0.44745446925881327
335990,2,11,3,0,0.4409039334566238
335990,2,11,4,0,0.43434459950528553
335990,2,11,5,0,0.4277801974181019
335990,2,11,6,1,0.5666726861205015
335990,2,12,1,0,0.5737865092152947
335990,2,12,2,0,0.5671336982759168
335990,2,12,3,0,0.5604331434036446
335990,2,12,4,0,0.5653981747552347
335990,2,12,5,0,0.5735706739289935
335990,2,12,6,0,0.5479953516854752
335990,2,13,1,0,0.5550714020891987
