match_id,innings,over,ball_in_over,bowler,w14_actual_future_economy,w14_predicted_future_economy
501209,1,15,6,L Balaji,8.0,11.448200099031297
501209,2,5,6,A Singh,6.0,9.753061551356032
501209,2,12,6,SK Trivedi,11.0,10.426786903593147
501210,1,5,6,NLTC Perera,10.0,8.16275410981332
501210,1,8,6,RV Gomez,18.0,8.21465870205476
501210,1,12,6,NLTC Perera,14.0,10.582819821619925
501210,1,15,6,R Vinay Kumar,15.75,11.523663500667862
501210,2,5,6,KA Pollard,13.846153846153847,9.776282086285281
501210,2,8,6,KA Pollard,11.142857142857142,11.698784115944525
501210,2,12,6,AG Murtaza,18.0,8.102752933772637
501212,1,5,6,R McLaren,12.0,8.447698999347322
501212,1,15,6,RJ Harris,9.0,12.482604503481463
501212,2,5,6,I Sharma,5.0,7.584379401829118
501212,2,8,6,DT Christian,7.2,10.541391407164596
501221,1,5,6,Joginder Sharma,14.307692307692308,9.347817982539269
501221,1,8,6,R Ashwin,7.666666666666667,10.669799137005977
501221,1,12,6,R Ashwin,10.285714285714286,9.202420768548821
501221,2,5,6,MM Patel,16.0,12.607432928909446
501221,2,12,6,KA Pollard,10.5,8.344800651010887
501221,2,15,6,Harbhajan Singh,1.7142857142857142,8.721153638890094
501224,1,5,6,I Sharma,8.76923076923077,14.154194353797516
501224,1,8,6,A Mishra,3.5,7.290708858484911
501224,1,15,6,I Sharma,8.0,11.811320108250392
501224,2,5,6,SL Malinga,2.3333333333333335,7.646700865217946
501224,2,8,6,R Sathish,4.0,8.811469546959879
501224,2,12,6,AN Ahmed,6.0,8.992168683289625
501224,2,15,6,SL Malinga,2.0,6.270344585733597
501225,1,5,6,A Singh,7.0,7.776928034554833
501225,1,8,6,J Botha,5.0,7.5088901101370915
501225,1,12,6,SK Trivedi,2.0,8.359866744758957
501225,2,5,6,M Muralitharan,17.142857142857142,7.886653101390798
501225,2,12,6,M Muralitharan,24.0,12.363817687904248
501226,1,5,6,M Kartik,6.333333333333333,9.22876424352738
501226,1,8,6,R Sharma,9.5,9.442811844677944
501226,1,15,6,AC Thomas,6.857142857142857,13.40071965785768
501226,2,5,6,R Ashwin,5.5,5.555425599451411
501226,2,8,6,S Randiv,8.0,6.195947479967048
501226,2,12,6,DE Bollinger,3.230769230769231,7.487339336184786
501229,1,5,6,R Vinay Kumar,8.0,6.890865254207733
501229,1,8,6,NLTC Perera,8.666666666666666,7.267931422906856
501229,1,12,6,RA Jadeja,6.0,10.710048159336953
501229,2,8,6,DT Christian,6.0,8.22319347725909
501230,1,5,6,UT Yadav,7.0,8.337565239911042
501230,1,8,6,AB Agarkar,11.5,8.2156295806733
501230,1,12,6,M Morkel,12.0,10.591572886253418
501230,2,5,6,Iqbal Abdulla,6.0,7.3475148970705
501230,2,8,6,JD Unadkat,10.0,7.301773562666652
501230,2,12,6,Iqbal Abdulla,9.0,8.136280796065716
501230,2,15,6,B Lee,3.75,8.507772771641836
501231,1,5,6,A Singh,2.0,7.3454043164435925
501231,1,12,6,SR Watson,7.5,9.778105690748335
501231,1,15,6,J Botha,2.0,13.228808392187062
501231,2,5,6,AG Murtaza,4.5,10.472672020515544
501231,2,8,6,Harbhajan Singh,5.0,10.639383093487806
501231,2,15,6,KA Pollard,6.0,14.78575704671899
501240,1,5,6,R Ashwin,8.333333333333334,8.544387312502309
501240,1,8,6,SB Jakati,4.5,7.638553549437212
501240,1,12,6,R Ashwin,8.0,7.988245392628805
501240,2,5,6,J Botha,5.0,7.74649093038312
501240,2,8,6,SR Watson,4.5,8.73363364418327
501240,2,15,6,SK Trivedi,10.5,10.685144973643222
501243,1,5,6,M Morkel,8.0,10.685863178497863
501243,1,8,6,AB Agarkar,10.0,8.58371445051925
501243,1,12,6,AM Salvi,8.571428571428571,9.245295456109533
501243,2,5,6,I Sharma,6.0,10.734524241518477
501243,2,8,6,DT Christian,7.0,13.092810294807299
501243,2,12,6,DW Steyn,5.0,12.049926193618298
501250,1,5,6,WD Parnell,9.0,9.369969297898757
501250,1,8,6,Yuvraj Singh,3.5,8.809429394709543
501250,1,12,6,R Sharma,5.0,9.725307596960448
501250,1,15,6,MR Marsh,6.0,11.450383941160972
501250,2,5,6,A Mishra,7.285714285714286,7.902821768350986
501250,2,12,6,DT Christian,13.0,8.390449699454447
501254,1,5,6,SJ Srivastava,6.461538461538462,12.923190528015839
501254,1,8,6,Bipul Sharma,7.5,11.43407013499037
501254,1,12,6,BA Bhatt,15.0,11.733455289785507
501254,1,15,6,RJ Harris,7.0,11.491133772785561
501254,2,5,6,S Sreesanth,14.4,7.214707134220739
501254,2,8,6,R Vinay Kumar,12.0,8.945457216434509
501254,2,12,6,RA Jadeja,5.5,9.950118208418951
501254,2,15,6,RA Jadeja,7.0,11.817237588224843
501256,1,5,6,DS Kulkarni,5.666666666666667,8.833302325200616
501256,1,12,6,SL Malinga,6.5,8.145591219183949
501256,1,15,6,SL Malinga,7.0,6.909371827585522
501256,2,5,6,I Sharma,16.0,7.878509230189813
501256,2,8,6,DT Christian,7.0,8.845211427250835
501256,2,12,6,DT Christian,6.0,9.763385424267208
501256,2,15,6,Anand Rajan,15.0,9.416775847345063
501265,1,5,6,SS Mundhe,6.0,7.816513443879154
501265,1,8,6,MR Marsh,6.0,10.544145691117206
501270,1,5,6,SL Malinga,6.5,7.724230741269058
501270,1,8,6,KA Pollard,6.923076923076923,8.269625063849318
501270,1,12,6,KA Pollard,36.0,8.137298984011679
501270,1,15,6,AN Ahmed,12.0,7.971149327208859
501270,2,5,6,S Aravind,24.0,9.059336670269731
501270,2,8,6,DL Vettori,3.5,7.669799504014474
501270,2,15,6,J Syed Mohammad,6.0,9.195440323353662
548310,1,5,6,M Morkel,9.0,8.297031090360216
548310,1,8,6,GJ Maxwell,6.0,8.661166724381978
548310,1,12,6,S Nadeem,5.0,8.307250725000946
548310,2,5,6,AB McDonald,5.0,7.311435728595296
548310,2,8,6,DL Vettori,7.0,8.839916707979544
548310,2,12,6,HV Patel,6.0,8.768271097300838
548311,1,5,6,DT Christian,6.666666666666667,9.31185098491286
548311,1,8,6,TP Sudhindra,13.263157894736842,9.360581357093848
548311,1,12,6,DT Christian,12.0,9.889295830777789
548311,2,5,6,DE Bollinger,0.0,8.118881483034585
548311,2,12,6,RA Jadeja,2.0,8.33487969071605
548320,1,8,6,Shakib Al Hasan,6.0,10.058394720442335
548320,1,12,6,SP Narine,4.0,8.568454205986779
548320,1,15,6,R Bhatia,6.0,11.307963841843806
548320,2,5,6,A Singh,12.0,8.523185416495608
548320,2,8,6,SK Trivedi,8.0,8.660588198191444
548320,2,15,6,SK Trivedi,9.0,13.537869743167223
548327,1,5,6,DL Vettori,8.0,8.669575493305144
548327,1,8,6,HV Patel,4.0,8.217673017551403
548327,1,12,6,DL Vettori,14.0,8.617319435048607
548327,1,15,6,Z Khan,10.0,10.979266842797694
548327,2,5,6,MN Samuels,3.0,8.742931268808945
548327,2,8,6,B Kumar,11.0,7.8581478451131375
548327,2,15,6,A Nehra,21.428571428571427,18.169712287780662
548334,1,5,6,Azhar Mahmood,8.842105263157896,11.701543226729493
548334,1,8,6,PP Chawla,5.0,9.643684219605746
548334,2,5,6,KA Pollard,2.6666666666666665,7.949909183940352
548334,2,8,6,KA Pollard,3.0,7.360075986890268
548334,2,12,6,NLTC Perera,18.0,10.767200745758066
548337,1,5,6,M Morkel,11.5,8.552247260965428
548337,1,8,6,P Negi,3.5,7.870932456813399
548337,1,12,6,UT Yadav,10.0,8.306743734720369
548337,2,8,6,R Sharma,8.0,7.92787166610066
548337,2,12,6,M Kartik,4.285714285714286,11.310650796146305
548348,1,5,6,WD Parnell,9.0,10.46717508861425
548348,1,8,6,A Nehra,15.5,8.815682674425538
548348,1,12,6,SC Ganguly,24.0,9.51997318034002
548348,1,15,6,WD Parnell,6.0,13.099988020863794
548348,2,5,6,DW Steyn,10.5,8.20969041385094
548348,2,8,6,JP Duminy,36.0,7.4798040618301975
548348,2,15,6,DW Steyn,12.0,8.978310496350788
548353,1,5,6,AB Dinda,24.0,10.333756072082972
548353,1,12,6,M Kartik,6.0,10.383550011069612
548353,2,5,6,M de Lange,9.428571428571429,9.564203629311587
548353,2,8,6,SP Narine,4.333333333333333,6.005971456899382
548353,2,12,6,YK Pathan,16.285714285714285,8.784526387240359
548353,2,15,6,R Bhatia,9.0,5.973945269462372
548355,1,5,6,SL Malinga,7.5,8.535891858202259
548355,1,8,6,RP Singh,6.857142857142857,9.333921119377944
548355,2,5,6,R Ashwin,6.666666666666667,9.857399170159358
548355,2,8,6,DJ Bravo,9.23076923076923,9.58049003630696
548355,2,12,6,SB Jakati,15.0,9.93406460712497
548357,1,5,6,JH Kallis,3.0,7.969297737318095
548357,1,8,6,R Bhatia,5.0,7.505617782085729
548357,1,12,6,SP Narine,7.5,7.143927875977155
548357,2,5,6,UT Yadav,6.666666666666667,8.09060252602585
548357,2,8,6,VR Aaron,4.8,7.99773574497742
548357,2,12,6,IK Pathan,24.0,8.876801042916009
548357,2,15,6,UT Yadav,12.0,5.977384250408509
548363,1,5,6,SP Narine,7.333333333333333,8.890840874595765
548363,1,8,6,JH Kallis,13.0,8.701696729844823
548363,1,15,6,SP Narine,13.0,9.185979276290688
548363,2,5,6,PP Ojha,15.0,9.528322044636656
548363,2,8,6,DR Smith,9.666666666666666,12.270869286888312
548363,2,12,6,DR Smith,9.428571428571429,9.144033610731416
548363,2,15,6,SL Malinga,6.0,10.17250101710681
548375,1,5,6,B Kumar,6.0,9.216722945869495
548375,1,8,6,MJ Clarke,10.0,9.11698401730616
548375,1,15,6,A Nehra,10.0,11.3089751184072
548375,2,5,6,SP Narine,3.3333333333333335,5.76593782218731
548375,2,8,6,L Balaji,4.0,5.854700459537108
548375,2,12,6,R Bhatia,5.5,8.961203581295722
548377,1,5,6,DS Kulkarni,8.0,7.218015737287011
548377,1,8,6,DR Smith,9.0,9.708735238912935
548377,1,15,6,KA Pollard,36.0,13.287485251909436
548377,2,5,6,GB Hogg,8.333333333333334,6.896823688854335
548377,2,8,6,SK Trivedi,9.0,8.355249445216424
598006,1,5,6,A Nehra,13.5,8.830996912760542
598006,1,8,6,UT Yadav,8.571428571428571,10.004698037687874
598006,1,15,6,UT Yadav,6.0,9.763676233829136
598006,2,5,6,SL Malinga,4.5,7.867813941752719
598006,2,8,6,Harbhajan Singh,5.0,6.430087825625803
598006,2,12,6,PP Ojha,6.461538461538462,7.521427044903854
598006,2,15,6,SL Malinga,3.0,6.97251250818143
598013,1,5,6,I Sharma,10.5,10.48519846280279
598013,1,8,6,A Mishra,13.0,10.492341885634112
598013,1,12,6,NLTC Perera,21.0,10.62766893834687
598013,2,5,6,SMSM Senanayake,4.285714285714286,9.453353838645565
598013,2,8,6,JH Kallis,3.5,11.482008676516532
598013,2,12,6,L Balaji,5.0,8.700361076559568
598013,2,15,6,SP Narine,7.0,9.213806194847143
598019,1,5,6,SL Malinga,5.0,12.27432602542486
598019,1,8,6,Harbhajan Singh,7.666666666666667,11.734765082988377
598019,1,12,6,SL Malinga,6.0,13.340896470720839
598019,1,15,6,PP Ojha,9.0,11.291007837642955
598019,2,8,6,SK Trivedi,7.0,10.438221739590698
598019,2,12,6,JP Faulkner,3.0,10.245377505755975
598019,2,15,6,KK Cooper,5.0,13.873413617388255
598021,1,5,6,I Sharma,6.0,8.965762052439837
598021,1,8,6,KV Sharma,14.0,5.908828572942083
598021,1,12,6,NLTC Perera,5.0,9.134053703677083
598021,1,15,6,A Mishra,9.0,9.936968056004712
598021,2,5,6,Azhar Mahmood,9.882352941176471,8.925007988886394
598021,2,8,6,AD Mascarenhas,10.0,9.777170677398667
598021,2,12,6,Azhar Mahmood,12.545454545454545,8.898716207957365
598021,2,15,6,MS Gony,7.0,9.595513637870752
598054,1,5,6,UT Yadav,19.0,9.218840319001094
598054,1,8,6,UT Yadav,22.153846153846153,9.074822993734761
598054,1,12,6,M Morkel,18.0,9.59255457185193
598054,1,15,6,S Kaul,12.0,11.42837165612424
598054,2,5,6,JD Unadkat,9.0,6.919699504126102
598054,2,8,6,J Syed Mohammad,12.0,9.364691204894642
598054,2,12,6,R Vinay Kumar,10.153846153846153,9.343472957450428
598055,1,5,6,AN Ahmed,5.0,7.970337489062781
598055,1,8,6,PP Ojha,14.0,7.004628134173802
598055,1,12,6,SL Malinga,5.0,8.06266713103431
598055,2,5,6,KW Richardson,5.454545454545454,9.511373344595144
598055,2,8,6,BAW Mendis,7.0,7.648970026893682
598055,2,12,6,Yuvraj Singh,10.0,9.995094244630712
598055,2,15,6,AB Dinda,12.0,14.795479078419172
598060,1,5,6,Harbhajan Singh,6.0,8.184391395908543
598060,1,8,6,PP Ojha,9.5,9.127679417023904
598060,1,12,6,MG Johnson,12.0,8.301105578437078
598060,2,5,6,I Sharma,13.0,9.482892548117022
598060,2,8,6,KV Sharma,6.923076923076923,8.667295400507173
598060,2,15,6,DW Steyn,5.0,9.444366416357962
598061,1,5,6,SMSM Senanayake,5.0,4.644244624013655
598061,1,12,6,L Balaji,18.0,5.518715212579462
598061,2,5,6,AD Mathews,11.0,8.112872814495642
598061,2,8,6,AD Mathews,10.0,6.503397909636875
598061,2,12,6,AG Murtaza,8.0,7.6796010715491825
598063,1,5,6,SR Watson,10.153846153846153,10.497599889997238
598063,1,8,6,KK Cooper,6.666666666666667,9.553219449479025
598063,1,12,6,KK Cooper,7.5,9.605499680347203
598063,1,15,6,JP Faulkner,4.285714285714286,13.999495672990845
598063,2,5,6,DS Kulkarni,10.0,7.669507564049518
598063,2,8,6,Harbhajan Singh,7.384615384615385,9.60507674756264
598067,1,5,6,UT Yadav,15.789473684210526,8.38627621065062
598067,1,8,6,UT Yadav,16.5,8.718866862703743
598067,1,12,6,S Nadeem,10.0,7.842211982712391
598067,1,15,6,M Morkel,10.0,8.905914833833585
598067,2,5,6,B Kumar,7.0,9.864507137030055
598067,2,8,6,AD Mathews,4.5,9.781547027487711
598067,2,15,6,WD Parnell,0.0,15.058252679979242
598068,1,5,6,DJ Bravo,16.0,8.798222193838612
598073,1,8,6,R Ashwin,8.5,8.71449789279395
598073,1,12,6,R Ashwin,36.0,8.959377823545944
598073,1,15,6,DJ Bravo,15.0,10.522595751502921
598073,2,8,6,Harbhajan Singh,2.0,10.121583563129931
598073,2,12,6,PP Ojha,10.0,9.828805975142355
598073,2,15,6,KA Pollard,10.0,11.984850670554646
729283,1,5,6,MG Johnson,11.5,12.98657960252139
729283,1,8,6,AR Patel,12.0,9.247411538012374
729283,1,15,6,MG Johnson,6.857142857142857,17.789859944570026
729283,2,5,6,R Ashwin,9.0,9.714462698815836
729283,2,8,6,P Negi,22.0,7.350015185376276
729283,2,12,6,P Negi,12.0,7.3682445009408095
729285,1,5,6,JP Faulkner,6.0,10.135503557645757
729285,1,8,6,PV Tambe,4.0,9.05511491539
729285,1,12,6,PV Tambe,5.0,9.537250693481644
729285,2,5,6,B Kumar,18.0,8.923392591772727
729285,2,8,6,A Mishra,7.0,8.471935068552412
729285,2,12,6,KV Sharma,2.0,8.973238224831352
729285,2,15,6,A Mishra,7.0,9.960362200887317
729287,1,5,6,JA Morkel,0.0,9.258452045457942
729287,1,8,6,AB Dinda,4.0,7.452306708153972
729287,1,12,6,Yuvraj Singh,6.0,9.52730409920751
729287,2,5,6,Z Khan,7.0,6.28771819391634
