match_id,innings,over,ball_in_over,bowler,w11_actual_future_runs,w11_predicted_future_runs
729287,1,12,6,Yuvraj Singh,1,12.091757071417247
729287,2,5,6,Z Khan,7,7.190981383836283
729287,2,8,6,PP Ojha,31,19.011642600611193
729287,2,12,6,SL Malinga,7,9.060255959051984
729289,1,5,6,JD Unadkat,21,23.50977226047365
729289,1,8,6,S Nadeem,23,17.51331759316408
729289,2,5,6,Shakib Al Hasan,19,20.676821215186038
729289,2,12,6,SP Narine,7,13.917615373664423
729289,2,15,6,M Morkel,21,8.902265470530088
729295,1,5,6,KV Sharma,33,23.941505785105868
729295,1,8,6,A Mishra,42,15.883654934453446
729295,1,12,6,A Mishra,17,12.01897872577187
729295,1,15,6,B Kumar,8,8.77466616244784
729295,2,5,6,R Dhawan,11,21.18210956565324
729295,2,8,6,R Dhawan,2,17.277987633799103
729295,2,12,6,AR Patel,4,8.803500890572728
729295,2,15,6,MG Johnson,3,9.001808134837633
729311,1,5,6,R Ashwin,13,22.903683729466668
729311,1,8,6,RA Jadeja,6,18.298662458119956
729311,1,15,6,R Ashwin,0,2.6516664734904247
729311,2,5,6,KV Sharma,20,14.199073232149209
729311,2,8,6,A Mishra,14,13.725062885802899
729311,2,12,6,A Mishra,6,7.099595129568759
729311,2,15,6,B Kumar,5,7.455892688261566
733971,1,5,6,PP Chawla,21,15.880653841552347
733971,1,8,6,R Vinay Kumar,6,11.266260536734558
733971,1,15,6,SP Narine,0,0.3180771091775518
733971,2,5,6,RA Jadeja,11,19.99451492108181
733971,2,8,6,R Ashwin,13,15.349777675013055
733973,1,5,6,SL Malinga,20,20.41849914268304
733973,1,8,6,SL Malinga,8,17.652583470825405
733973,2,5,6,MG Johnson,23,16.5136461805886
733973,2,8,6,AR Patel,25,17.384745666606896
733973,2,15,6,L Balaji,16,10.927720729231233
733977,1,5,6,HV Patel,24,20.205974713153765
733977,1,8,6,YS Chahal,22,14.493059277255966
733977,1,12,6,VR Aaron,9,11.602416776236378
733977,2,5,6,B Kumar,9,8.237635673868981
733977,2,8,6,KV Sharma,10,13.775899577711943
733977,2,12,6,DJG Sammy,19,15.947446708159779
734017,1,5,6,KK Cooper,20,20.9851037922916
734017,1,8,6,DS Kulkarni,10,7.622925260999912
734017,1,12,6,R Bhatia,12,7.709999593008615
734017,2,5,6,K Santokie,33,11.204726185579029
734017,2,8,6,S Gopal,19,12.275616352992044
734017,2,12,6,S Gopal,12,5.7995961762968795
734039,1,8,6,Karanveer Singh,9,18.384401053305634
734039,1,12,6,Karanveer Singh,3,10.778223589740158
734039,1,15,6,AR Patel,5,11.035396135437882
734045,1,5,6,MM Sharma,17,13.60841857344411
734045,1,8,6,R Ashwin,13,16.15321350800031
734045,1,15,6,A Nehra,11,9.940166223068372
734045,2,5,6,JJ Bumrah,23,18.82962945617645
734045,2,8,6,Harbhajan Singh,15,11.040711351178253
829707,1,5,6,JA Morkel,8,17.566049357484495
829707,1,8,6,Imran Tahir,14,14.2239581888486
829707,2,5,6,MM Sharma,10,7.2098198815309
829707,2,8,6,IC Pandey,16,12.519350109009935
829707,2,12,6,DJ Bravo,31,9.771718457758016
829715,1,5,6,DJ Hooda,15,20.52636355155383
829715,1,8,6,JP Faulkner,43,13.37886502212888
829715,1,12,6,JP Faulkner,34,13.754289470383938
829715,1,15,6,JP Faulkner,17,8.203119730393631
829715,2,5,6,NM Coulter-Nile,17,7.69907299895678
829715,2,8,6,Imran Tahir,23,19.749677224669295
829715,2,12,6,AD Mathews,17,8.915750931048246
829715,2,15,6,Imran Tahir,7,9.62598734610849
829721,1,5,6,TG Southee,36,14.382315804671693
829721,1,8,6,JP Faulkner,29,20.633372310586697
829721,1,12,6,CH Morris,13,9.161269688811856
829721,1,15,6,TG Southee,20,10.921202820517694
829721,2,5,6,SL Malinga,32,16.5339889344197
829721,2,8,6,J Suchith,16,12.414427947349095
829721,2,15,6,P Suyal,14,6.772920238938248
829733,1,5,6,M Morkel,8,6.96045194285818
829733,1,8,6,SP Narine,9,13.346573485036968
829733,1,12,6,PP Chawla,19,12.987511757137979
829733,1,15,6,SP Narine,6,7.510792937993448
829733,2,5,6,MG Johnson,26,22.85828734968103
829733,2,8,6,AR Patel,19,18.141055201727543
829737,1,5,6,D Wiese,31,25.485954584603892
829737,1,8,6,Iqbal Abdulla,13,10.302608712845748
829737,1,12,6,Iqbal Abdulla,6,5.51403267098967
829737,1,15,6,D Wiese,13,11.115899889905295
829737,2,5,6,JJ Bumrah,33,17.652967837644724
829737,2,8,6,Harbhajan Singh,5,6.9520919615015035
