match_id,innings,over,ball_in_over,bowler,w4_actual,w4_predicted_prob
335983,1,0,1,B Lee,0,0.00661636752813437
335983,1,0,2,B Lee,0,0.00795638373123875
335983,1,0,3,B Lee,0,0.03040766680911669
335983,1,0,4,B Lee,0,0.026627714200621305
335983,1,0,5,B Lee,0,0.2258338489021154
335983,1,0,6,B Lee,0,0.16172305470741802
335983,1,1,1,S Sreesanth,1,0.9998155754054581
335983,1,1,2,S Sreesanth,1,0.999760476807552
335983,1,1,3,S Sreesanth,1,0.9996889221022761
335983,1,1,4,S Sreesanth,1,0.9982064051105881
335983,1,1,5,S Sreesanth,1,0.9991370519651458
335983,1,1,6,S Sreesanth,1,0.9899747659939411
335983,1,1,7,S Sreesanth,1,0.9531737993277831
335983,1,2,1,B Lee,0,0.12011821601076725
335983,1,2,2,B Lee,0,0.4694000866193602
335983,1,2,3,B Lee,0,0.36325126450879114
335983,1,2,4,B Lee,0,0.3674532300996007
335983,1,2,5,B Lee,0,0.3534700204816664
335983,1,2,6,B Lee,0,0.3702289777890483
335983,1,2,7,B Lee,0,0.3387166283963916
335983,1,3,1,S Sreesanth,1,0.8623364014141393
335983,1,3,2,S Sreesanth,0,0.7455610095501262
335983,1,3,3,S Sreesanth,0,0.6992037109973863
335983,1,3,4,S Sreesanth,0,0.6621854838389971
335983,1,3,5,S Sreesanth,0,0.576181988930177
335983,1,3,6,S Sreesanth,0,0.6817060101864421
335983,1,4,1,B Lee,0,0.29721169849507106
335983,1,4,2,B Lee,0,0.2871012682453153
335983,1,4,3,B Lee,0,0.39322612747729097
335983,1,4,4,B Lee,0,0.4874556212936279
335983,1,4,5,B Lee,0,0.46874749934811244
335983,1,4,6,B Lee,0,0.45730804155835103
335983,1,5,1,JR Hopes,1,0.9997731310198882
335983,1,5,2,JR Hopes,1,0.9999874186959699
335983,1,5,3,JR Hopes,1,0.9964609311943998
335983,1,5,4,JR Hopes,1,0.9774053413169934
335983,1,5,5,JR Hopes,0,0.881937171650995
335983,1,5,6,JR Hopes,0,0.7113549622213122
335983,1,6,1,IK Pathan,1,0.9998340601156039
335983,1,6,2,IK Pathan,1,0.8829099096519791
335983,1,6,3,IK Pathan,0,0.7373891308841933
335983,1,6,4,IK Pathan,0,0.7871886914472138
335983,1,6,5,IK Pathan,0,0.709841624857435
335983,1,6,6,IK Pathan,0,0.6555756766144952
335983,1,7,1,JR Hopes,0,0.6477362520887973
335983,1,7,2,JR Hopes,0,0.6161157418953424
335983,1,7,3,JR Hopes,0,0.5164128127174014
335983,1,7,4,JR Hopes,0,0.512991560803383
335983,1,7,5,JR Hopes,0,0.7388765838658443
335983,1,7,6,JR Hopes,0,0.6715019449955097
335983,1,8,1,IK Pathan,0,0.5943354548323262
335983,1,8,2,IK Pathan,0,0.7731783972422263
335983,1,8,3,IK Pathan,0,0.7354984867231041
335983,1,8,4,IK Pathan,0,0.645541163580433
335983,1,8,5,IK Pathan,0,0.8194823649756929
335983,1,8,6,IK Pathan,0,0.7918230654392879
335983,1,9,1,K Goel,0,0.8709810900803721
335983,1,9,2,K Goel,0,0.5731948269404956
335983,1,9,3,K Goel,0,0.4516404303978751
335983,1,9,4,K Goel,0,0.2214984795545945
335983,1,9,5,K Goel,0,0.13938705179597746
335983,1,9,6,K Goel,0,0.16783126073313126
335983,1,10,1,PP Chawla,1,0.9999997024982427
335983,1,10,2,PP Chawla,1,0.9986475335594468
335983,1,10,3,PP Chawla,0,0.992309139830798
335983,1,10,4,PP Chawla,0,0.9153567297503648
335983,1,10,5,PP Chawla,0,0.9886772959087322
335983,1,11,1,K Goel,0,0.5846474691295658
335983,1,11,2,K Goel,0,0.7567189503977743
335983,1,11,3,K Goel,0,0.7091061674741553
335983,1,11,4,K Goel,1,0.8642765089387893
335983,1,11,5,K Goel,1,0.8267544072277859
335983,1,12,1,WA Mota,0,0.006214667664694537
335983,1,12,2,WA Mota,0,0.13970851049330815
335983,1,12,3,WA Mota,0,0.18272252170820993
335983,1,12,4,WA Mota,0,0.5197172547009438
335983,1,12,5,WA Mota,0,0.1815390930614686
335983,1,12,6,WA Mota,0,0.2058580487960097
335983,1,12,7,WA Mota,0,0.22671377797639647
335983,1,12,8,WA Mota,0,0.2459688351017729
335983,1,13,1,JR Hopes,0,0.5850348076355425
335983,1,13,2,JR Hopes,0,0.5343041173735672
335983,1,13,3,JR Hopes,0,0.5323918743854235
335983,1,13,4,JR Hopes,0,0.5330199618891589
