match_id,innings,over,ball_in_over,b1_actual_score,b1_predicted_score
335990,2,15,2,217,196.61499716108153
335990,2,15,3,217,197.98212423368437
335990,2,15,4,217,198.35793753342756
335990,2,15,5,217,199.40419528360675
335990,2,15,6,217,198.17593136815358
335990,2,16,1,217,196.96135185384472
335990,2,16,2,217,198.4102452927124
335990,2,16,3,217,198.4102452927124
335990,2,16,4,217,198.06206192057073
335990,2,16,5,217,197.82262154985776
335990,2,16,6,217,198.4440681536642
335990,2,17,1,217,198.99163861501017
335990,2,17,2,217,198.99163861501017
335990,2,17,3,217,197.535568459143
335990,2,17,4,217,197.12820215219384
335990,2,17,5,217,196.9828680276228
335990,2,17,6,217,194.57818709269264
335990,2,17,7,217,197.08228464940365
335990,2,18,1,217,196.47220649656612
335990,2,18,2,217,196.47220649656612
335990,2,18,3,217,196.47220649656612
335990,2,18,4,217,196.47220649656612
335990,2,18,5,217,195.24278308309684
335990,2,18,6,217,195.28870058588703
335990,2,18,7,217,195.28870058588703
335990,2,19,1,217,196.57138976742687
335990,2,19,2,217,196.52547226463668
335990,2,19,3,217,198.51582028500934
335990,2,19,4,217,199.55734009754207
335990,2,19,5,217,200.5173218106407
335995,1,0,1,158,166.37411415907644
335995,1,0,2,158,165.17797159158332
335995,1,0,3,158,165.28204248908187
335995,1,0,4,158,163.22681321862459
335995,1,0,5,158,178.58950279921464
335995,1,0,6,158,174.34303152482295
335995,1,1,1,158,172.35446363239234
335995,1,1,2,158,172.0681304930583
335995,1,1,3,158,168.4273514893339
335995,1,1,4,158,163.85913102636317
335995,1,1,5,158,153.1724901809363
335995,1,1,6,158,151.93268563091593
335995,1,1,7,158,154.55540084976806
335995,1,2,1,158,154.55540084976806
335995,1,2,2,158,154.55540084976806
335995,1,2,3,158,146.05565641914794
335995,1,2,4,158,145.82154693627913
335995,1,2,5,158,145.0381874868495
335995,1,2,6,158,144.724794641336
335995,1,3,1,158,144.7347046405885
335995,1,3,2,158,142.88454014605563
335995,1,3,3,158,146.16744929592036
335995,1,3,4,158,159.263682512154
335995,1,3,5,158,159.45211769370175
335995,1,3,6,158,159.45211769370175
335995,1,3,7,158,158.75604155768616
335995,1,4,1,158,170.6395676347108
335995,1,4,2,158,170.80197783784342
335995,1,4,3,158,169.61158820521212
335995,1,4,4,158,169.5961105122108
335995,1,4,5,158,175.77463540080586
335995,1,4,6,158,171.50093151168704
335995,1,5,1,158,170.74145521804743
335995,1,5,2,158,168.8906190204214
335995,1,5,3,158,171.31249633013928
335995,1,5,4,158,170.82348036377627
335995,1,5,5,158,169.40158202073678
