match_id,innings,over,ball_in_over,bowler,w8_actual,w8_predicted_prob
335983,1,5,6,JR Hopes,1,0.8881582476056106
335983,1,8,6,IK Pathan,0,0.6371929550368416
335983,1,12,6,WA Mota,0,0.15472016834740637
335983,1,15,6,IK Pathan,0,0.47202725883523244
335983,2,5,6,MS Gony,0,0.6651092077377491
335983,2,8,6,Joginder Sharma,1,0.873366038349866
335983,2,12,6,P Amarnath,1,0.7279442560970774
335990,1,5,6,SR Watson,0,0.6558192744358073
335990,1,8,6,SK Warne,0,0.23262738488361637
335990,1,15,6,SK Warne,0,0.5451358948459243
335990,2,5,6,PP Ojha,1,0.9590233670510122
335990,2,8,6,Shahid Afridi,1,0.9098327343034753
335990,2,12,6,A Symonds,0,0.6377870989017593
335995,1,5,6,VRV Singh,1,0.621701523935077
335995,1,8,6,PP Chawla,0,0.36246197802971636
335995,2,5,6,MF Maharoof,1,0.9086264669179532
335995,2,8,6,Mohammad Asif,0,0.6908653167986647
335996,1,5,6,Z Khan,0,0.6010701915023623
335996,1,8,6,B Akhil,1,0.5267271273476584
335996,1,12,6,B Akhil,0,0.3042332910387476
335996,2,5,6,MS Gony,1,0.6589466544598569
335996,2,8,6,JA Morkel,1,0.5483321795390209
335996,2,12,6,P Amarnath,1,0.6376236128329806
336002,1,5,6,DW Steyn,1,0.2992137487645994
336002,1,8,6,B Akhil,0,0.8934146440165742
336002,1,12,6,R Vinay Kumar,1,0.6083900833050288
336002,2,5,6,DP Vijaykumar,1,0.5853330887714718
336002,2,8,6,SB Bangar,0,0.3274920184533036
336002,2,12,6,WPUJC Vaas,0,0.5848033608274736
336003,1,5,6,AB Dinda,0,0.6585401195477184
336003,1,8,6,Mohammad Hafeez,1,0.880762270297482
336003,1,12,6,Umar Gul,0,0.18254563568333537
336003,2,5,6,IK Pathan,0,0.3748948578429446
336003,2,8,6,Gagandeep Singh,0,0.11670036209195248
336003,2,12,6,Gagandeep Singh,0,0.6212442070379327
336003,2,15,6,JR Hopes,0,0.32192782046835267
336016,1,5,6,PP Chawla,1,0.9121199640620005
336016,1,8,6,VRV Singh,1,0.196128800141975
336016,2,5,6,Z Khan,0,0.3544247024645937
336018,1,5,6,DJ Bravo,0,0.6893973737142604
336018,1,8,6,DS Kulkarni,0,0.6373156942143933
336018,1,12,6,A Nehra,0,0.5799712688451328
336018,1,15,6,DJ Bravo,0,0.5168788437992855
336018,2,5,6,JA Morkel,1,0.8481030407351667
336018,2,8,6,L Balaji,1,0.32214908697128763
336022,1,5,6,VRV Singh,1,0.9544722477219402
336022,1,8,6,RR Powar,1,0.5868576587975167
336036,1,5,6,YK Pathan,1,0.0891640065602357
336036,1,8,6,SK Trivedi,0,0.1455283192811934
336036,1,12,6,SK Trivedi,0,0.42846647642489893
336036,1,15,6,SK Warne,1,0.7305135917780432
336036,2,5,6,CRD Fernando,0,0.1366657402620527
336036,2,15,6,CRD Fernando,0,0.3692956974315647
392188,1,8,6,A Kumble,0,0.20598455454527362
392188,1,15,6,KP Pietersen,0,0.31257638593682907
392188,2,5,6,RP Singh,1,0.38766030612597524
392188,2,8,6,PP Ojha,1,0.5876587623050148
392188,2,15,6,SB Styris,1,0.46408965111672057
392212,1,5,6,DJ Bravo,0,0.16533523371160713
392212,1,8,6,DJ Bravo,0,0.2298900195927381
392212,1,12,6,ST Jayasuriya,0,0.3491749449945451
392212,1,15,6,DS Kulkarni,1,0.7292729443455269
392212,2,8,6,TL Suman,1,0.09664591256618664
392212,2,12,6,RJ Harris,0,0.31799987086235776
392212,2,15,6,RG Sharma,1,0.11128104209982839
392216,1,5,6,S Sreesanth,0,0.6472662534342128
392216,1,8,6,PP Chawla,1,0.6178108375384341
392216,1,15,6,IK Pathan,1,0.501834938571474
392216,2,8,6,A Symonds,0,0.8855617597667552
392216,2,15,6,PP Ojha,0,0.2606297457857734
392220,1,5,6,SK Trivedi,1,0.94687290970061
392220,1,8,6,SK Warne,1,0.5931414119522362
392220,1,12,6,YK Pathan,0,0.4241347906847944
392220,2,5,6,WPUJC Vaas,1,0.40926773303507546
392220,2,8,6,A Symonds,0,0.426427480334732
392220,2,15,6,RG Sharma,1,0.1439666558773905
392223,1,12,6,DR Smith,0,0.19172315735413778
392223,1,15,6,RP Singh,0,0.2475892981433676
392223,2,5,6,A Nehra,1,0.8512426294630928
392223,2,8,6,A Mishra,1,0.9072443916714027
392223,2,12,6,PJ Sangwan,0,0.864840621326863
392223,2,15,6,A Nehra,1,0.7627931704587552
392228,1,5,6,A Symonds,0,0.07511750193922981
392228,1,8,6,Harmeet Singh,0,0.28346200311406644
392228,1,12,6,RG Sharma,0,0.1379853388657496
392228,2,5,6,BJ Hodge,1,0.9390436379171506
392228,2,12,6,M Kartik,1,0.35629211687172535
392236,1,5,6,A Symonds,1,0.09591188475198026
392236,1,8,6,Jaskaran Singh,0,0.5435463003057762
392236,1,12,6,A Symonds,1,0.28305081090301876
392236,2,5,6,RE van der Merwe,1,0.9235980367131288
392236,2,8,6,B Akhil,1,0.21461167368790707
392236,2,12,6,RE van der Merwe,1,0.6346359406507879
392237,1,5,6,PP Ojha,1,0.9103587874678077
392237,1,8,6,A Symonds,1,0.5888558710199993
392237,1,12,6,RG Sharma,0,0.145269721881415
392237,2,5,6,V Sehwag,1,0.9506518589377065
392237,2,12,6,A Nehra,1,0.6309722830745511
392237,2,15,6,PJ Sangwan,1,0.5402573586658961
419110,1,5,6,M Muralitharan,0,0.3590372117765165
419110,1,8,6,R Ashwin,0,0.4722380201482656
419110,1,12,6,R Ashwin,0,0.37213014755537527
419110,1,15,6,L Balaji,1,0.5551741023474739
419110,2,5,6,PP Ojha,0,0.09913030860770292
419110,2,8,6,RG Sharma,1,0.3293881542855857
419112,1,5,6,JH Kallis,1,0.8334281645144267
419112,1,8,6,A Kumble,0,0.5357077096410164
419112,1,12,6,V Kohli,1,0.5536960950570103
419112,2,8,6,PP Chawla,0,0.19976984669737316
419112,2,15,6,Bipul Sharma,0,0.2957103736411449
419113,1,5,6,LR Shukla,1,0.913958936996552
419113,1,8,6,LR Shukla,1,0.6323675267939028
419113,1,12,6,SE Bond,0,0.37604926111187237
419113,2,8,6,JM Kemp,1,0.6247997889435194
419113,2,15,6,M Muralitharan,1,0.34220751510383335
419121,1,5,6,L Balaji,1,0.634315026717048
419121,1,8,6,M Muralitharan,0,0.2509082184971154
419121,1,12,6,R Ashwin,1,0.6100089891486156
419121,2,5,6,J Theron,1,0.5910378206713023
419121,2,8,6,RR Powar,1,0.6093881992994009
419121,2,12,6,J Theron,1,0.3521786974321791
419125,1,5,6,DJ Bravo,1,0.9138730955221049
419125,1,8,6,Harbhajan Singh,1,0.3776994137784759
419125,1,12,6,SL Malinga,1,0.6547247673500679
419125,1,15,6,Z Khan,0,0.5892469486102407
419125,2,5,6,L Balaji,0,0.6452452558483447
419125,2,8,6,SB Jakati,1,0.6925230403319727
419125,2,12,6,M Muralitharan,0,0.4132761764438901
419134,1,5,6,S Narwal,0,0.28358343095871114
419134,1,8,6,SK Warne,0,0.21451364737923764
419134,1,15,6,SK Trivedi,1,0.4436423352049535
419134,2,5,6,UT Yadav,1,0.6069114825546206
419134,2,8,6,A Mishra,1,0.6259104006738714
419137,1,8,6,SK Warne,0,0.17995754917554016
419137,1,12,6,SK Warne,0,0.6471226238558543
419137,2,5,6,JA Morkel,1,0.9368334023682375
419137,2,8,6,SB Jakati,0,0.6718401555398793
419137,2,15,6,DE Bollinger,0,0.28128410146556604
419141,1,5,6,A Symonds,1,0.629393341174913
419141,1,8,6,RJ Harris,0,0.6473974776135725
419141,1,12,6,RJ Harris,0,0.600593657661671
419141,1,15,6,Harmeet Singh,0,0.28021061552235577
419141,2,5,6,M Morkel,0,0.7277546826260314
419141,2,12,6,SK Trivedi,1,0.6521826983643673
419141,2,15,6,SK Warne,1,0.32572436023235324
419142,1,5,6,Harbhajan Singh,1,0.346767902198389
419142,1,8,6,DJ Bravo,1,0.6652001162902262
419142,1,12,6,SL Malinga,0,0.4142057916520193
419142,1,15,6,KA Pollard,1,0.3775172828899222
419142,2,5,6,R Ashwin,1,0.6662088226326786
419142,2,8,6,T Thushara,0,0.2332078303818087
419142,2,12,6,R Ashwin,1,0.4063299676440726
419143,1,5,6,YK Pathan,1,0.5931155736077086
419143,1,8,6,SK Warne,1,0.8905702260694388
419143,1,12,6,SK Trivedi,1,0.39676861193704516
419143,2,5,6,PP Chawla,1,0.6123550098952791
419150,1,8,6,SK Trivedi,0,0.1576528693431956
419150,1,12,6,SK Trivedi,0,0.20483243187044403
419150,1,15,6,AP Dole,0,0.45729705442690993
419150,2,5,6,DS Kulkarni,1,0.6432810750632058
419150,2,8,6,Harbhajan Singh,1,0.25401766228725164
419150,2,12,6,SL Malinga,0,0.2561205799337969
419150,2,15,6,SL Malinga,0,0.29449745908342617
419152,1,5,6,AB McDonald,0,0.10524140119972121
419152,1,8,6,PD Collingwood,0,0.13924950231475033
419152,1,12,6,PD Collingwood,1,0.2989462743778927
419152,2,5,6,DJ Bravo,1,0.9181481883984339
419152,2,8,6,KA Pollard,1,0.14565899758671616
419152,2,12,6,KA Pollard,1,0.352183782225181
419152,2,15,6,Harbhajan Singh,1,0.35826704586398106
419157,1,5,6,JH Kallis,0,0.10167626866076546
419157,1,8,6,Pankaj Singh,0,0.48871516250901326
419157,1,12,6,JH Kallis,0,0.558905511493439
419157,2,5,6,R McLaren,0,0.2531410853235793
419157,2,8,6,Harbhajan Singh,1,0.5757252659480913
501209,1,5,6,B Lee,1,0.310834520237832
501209,1,15,6,L Balaji,1,0.5607771694856419
501209,2,5,6,A Singh,1,0.8878281180146296
501209,2,12,6,SK Trivedi,0,0.3986543848810817
501210,1,5,6,NLTC Perera,1,0.9153400649554924
501210,1,8,6,RV Gomez,0,0.40787882142218507
501210,1,12,6,NLTC Perera,0,0.5764318872538011
501210,1,15,6,R Vinay Kumar,0,0.4611087346609917
501210,2,5,6,KA Pollard,1,0.8940416540788347
501210,2,8,6,KA Pollard,1,0.8868888177773894
501210,2,12,6,AG Murtaza,0,0.5744271627066283
501212,1,5,6,R McLaren,1,0.903109054198349
501212,1,15,6,RJ Harris,1,0.463081318098041
501212,2,5,6,I Sharma,1,0.35023021725292114
501212,2,8,6,DT Christian,1,0.9276311071838416
501221,1,5,6,Joginder Sharma,0,0.12340416349483774
501221,1,8,6,R Ashwin,0,0.13635100419719617
501221,1,12,6,R Ashwin,0,0.2883784566643039
501221,2,5,6,MM Patel,0,0.6867689737395861
501221,2,12,6,KA Pollard,0,0.43556076293087015
501221,2,15,6,Harbhajan Singh,1,0.35812989503757026
501224,1,5,6,I Sharma,1,0.8476152830722908
501224,1,8,6,A Mishra,1,0.2637559448598134
501224,1,15,6,I Sharma,1,0.647369307769272
501224,2,5,6,SL Malinga,1,0.15967275758403127
501224,2,8,6,R Sathish,1,0.7078588200636506
501224,2,12,6,AN Ahmed,1,0.44971857575210994
501224,2,15,6,SL Malinga,1,0.378800945239263
501225,1,5,6,A Singh,0,0.46263763996495005
501225,1,8,6,J Botha,1,0.5146924667248012
501225,1,12,6,SK Trivedi,1,0.7459775420924487
501225,2,5,6,M Muralitharan,0,0.35069741192733694
501225,2,12,6,M Muralitharan,0,0.6069113950343966
501226,1,5,6,M Kartik,1,0.9060988434919033
501226,1,8,6,R Sharma,0,0.20327633057924976
501226,1,15,6,AC Thomas,1,0.3082771217386285
501226,2,5,6,R Ashwin,1,0.5396291666454798
501226,2,8,6,S Randiv,0,0.3728533327284728
501226,2,12,6,DE Bollinger,1,0.5533193166257533
501229,1,5,6,R Vinay Kumar,0,0.1353755295920264
501229,1,8,6,NLTC Perera,0,0.1720931057520635
501229,1,12,6,RA Jadeja,1,0.605293371522547
501229,2,8,6,DT Christian,0,0.33436465146273686
501230,1,5,6,UT Yadav,1,0.6232227560227086
501230,1,8,6,AB Agarkar,0,0.36492088618306395
501230,1,12,6,M Morkel,1,0.7433405944757309
501230,2,5,6,Iqbal Abdulla,1,0.6127971280714959
501230,2,8,6,JD Unadkat,0,0.3888577791704762
501230,2,12,6,Iqbal Abdulla,0,0.36383350625094885
501230,2,15,6,B Lee,1,0.3797133570168566
501231,1,5,6,A Singh,1,0.3307336393315671
501231,1,12,6,SR Watson,0,0.36923147888276764
501231,1,15,6,J Botha,1,0.13255448731726965
501231,2,5,6,AG Murtaza,0,0.17636902252439735
501231,2,8,6,Harbhajan Singh,1,0.4050017050763571
501231,2,15,6,KA Pollard,1,0.27036471432870135
501240,1,5,6,R Ashwin,1,0.905217242186887
501240,1,8,6,SB Jakati,1,0.4178854640327829
501240,1,12,6,R Ashwin,1,0.6655439134786066
501240,2,5,6,J Botha,1,0.351197902163551
501240,2,8,6,SR Watson,1,0.7068122745963861
501240,2,15,6,SK Trivedi,0,0.29215117753620434
501243,1,5,6,M Morkel,1,0.8315991716751685
501243,1,8,6,AB Agarkar,0,0.20827858963635937
501243,1,12,6,AM Salvi,0,0.36389388954492435
501243,2,5,6,I Sharma,0,0.3271970658675993
501243,2,8,6,DT Christian,0,0.4164378550003229
501243,2,12,6,DW Steyn,1,0.5841501685408641
501250,1,5,6,WD Parnell,1,0.6670563102102525
501250,1,8,6,Yuvraj Singh,1,0.22677288458575387
501250,1,12,6,R Sharma,1,0.3731613901400992
501250,1,15,6,MR Marsh,0,0.33121643024261915
