match_id,innings,over,b11_actual_final_score,b11_predicted_final_score
392236,1,19,21,20.854951916891952
392236,2,0,12,24.742903440656814
392236,2,1,12,24.950306230712744
392236,2,2,12,24.320261042689772
392236,2,3,12,23.486948148137763
392236,2,4,12,21.91084879901094
392236,2,5,12,21.01327004407686
392236,2,6,12,21.12121111039524
392236,2,7,12,19.072849759717258
392236,2,8,12,19.27493796881548
392236,2,9,12,19.86793156014888
392236,2,10,12,17.496063889808234
392236,2,11,12,17.781475190197707
392236,2,12,12,17.743370991161022
392236,2,13,12,16.512845109761876
392236,2,14,12,13.959685931260788
392236,2,15,12,14.647461531038584
392236,2,16,12,14.16277170971935
392236,2,17,12,13.5205255604658
392236,2,18,12,12.473020624305219
392236,2,19,12,11.776209545341251
392237,1,0,28,20.8219494260387
392237,1,1,28,24.70295166571232
392237,1,2,28,27.692767031236837
392237,1,3,28,33.56496963465479
392237,1,4,28,32.96301722818546
392237,1,5,28,31.424033667307917
392237,1,6,28,30.742774163281354
392237,1,7,28,32.43245422525969
392237,1,8,28,32.20517718264668
392237,1,9,28,32.665702654498624
392237,1,10,28,33.57890489875736
392237,1,11,28,32.50950339221278
392237,1,12,28,31.710409416575086
392237,1,13,28,33.40625670572471
392237,1,14,28,32.17982228500008
392237,1,15,28,32.06822962495638
392237,1,16,28,31.632742145195248
392237,1,17,28,31.05271941466337
392237,1,18,28,29.623545182086968
392237,1,19,28,28.088271788746955
392237,2,0,20,29.15646985930138
392237,2,1,20,28.936383263684927
392237,2,2,20,28.274122164763565
392237,2,3,20,27.630052510715892
392237,2,4,20,27.846919499249395
392237,2,5,20,27.103211693417126
392237,2,6,20,27.456423739771072
392237,2,7,20,24.719025197379427
392237,2,8,20,24.72887901494665
392237,2,9,20,20.786872380038393
392237,2,10,20,20.678638612091145
392237,2,11,20,20.26066640678736
392237,2,12,20,19.77595453915131
392237,2,13,20,20.46800237946185
392237,2,14,20,23.37415174841086
392237,2,15,20,24.27376758963587
392237,2,16,20,24.072871574715183
392237,2,17,20,23.531263306515463
419110,1,0,19,24.742903440656814
419110,1,1,19,24.950306230712744
419110,1,2,19,23.46225018842174
419110,1,3,19,21.77985718050038
419110,1,4,19,20.50407625304267
419110,1,5,19,18.706933621537846
419110,1,6,19,18.77428115511848
419110,1,7,19,18.234531586259305
419110,1,8,19,18.175190666541095
419110,1,9,19,16.392899491001273
419110,1,10,19,17.568030213037332
419110,1,11,19,16.85698356642975
419110,1,12,19,18.57622389446276
419110,1,13,19,17.808220570758596
419110,1,14,19,17.47681727367067
419110,1,15,19,16.626179912568677
419110,1,16,19,20.000626720206743
419110,1,17,19,19.677945458958668
419110,1,18,19,20.11435484604626
419110,1,19,19,18.963714303419362
419110,2,0,18,24.742903440656814
419110,2,1,18,23.360823407600794
419110,2,2,18,26.404017028966788
419110,2,3,18,24.65607675815567
419110,2,4,18,23.695912870275997
419110,2,5,18,23.170953010846766
419110,2,6,18,21.533589115534873
419110,2,7,18,21.09851300490319
419110,2,8,18,21.093810301034033
419110,2,9,18,19.325573721494017
419110,2,10,18,22.453940915806218
419110,2,11,18,20.54880398301482
419110,2,12,18,21.90483740959712
419110,2,13,18,19.920728317342192
419110,2,14,18,17.8022427880206
419110,2,15,18,19.335289174939945
419110,2,16,18,19.043429441003518
419110,2,17,18,18.972309780409514
419110,2,18,18,18.654137873601336
419110,2,19,18,18.119016919534392
419112,1,0,28,24.742903440656814
419112,1,1,28,24.950306230712744
419112,1,2,28,24.320261042689772
419112,1,3,28,22.77408682634524
419112,1,4,28,21.71542566734072
419112,1,5,28,21.01327004407686
419112,1,6,28,21.12121111039524
419112,1,7,28,19.072849759717258
